level	kind	group	se	cn_mean	nearest_gene	dist_kb
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_13544	1.0	TMCO5A	197
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_28608	1.073	TBL1XR1	53
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38396	1.406	PPP2R2A	128
OncotreePrimaryDisease	rescued	Ovarian Epithelial Tumor	USE_361	1.194	TMEM51	156
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_40317	1.218	KCNK9	124
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18693	1.076	PHLPP1	91
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_6394	1.142	TH	34
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_37772	0.261	PRSS2	29
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_10232	1.055	ASCL1	3
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_13295	1.329	TMEM121	215
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_13441	0.984	GOLGA8Q	13
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_41630	0.993	UGCG	67
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_17137	1.064	ANKFN1	95
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_13800	1.012	WDR72	391
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_21311	1.138	PELI1	26
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_42252	0.815	PLCXD1	39
OncotreePrimaryDisease	rescued	Head and Neck Squamous Cell Carcinoma	USE_13290	1.132	TMEM121	132
OncotreePrimaryDisease	rescued	Leiomyosarcoma	USE_42493	0.364	DIPK2B	600
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_5257	1.005	ZNF365	107
OncotreePrimaryDisease	rescued	Ovarian Epithelial Tumor	USE_24230	1.134	ASIP	51
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_17967	1.11	NDC80	42
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_33073	0.804	FOXQ1	258
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_42248	0.964	CACNA1B	68
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12886	0.94	TSHR	93
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_30614	0.84	AADAT	952
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_40635	0.971	MPDZ	251
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_29369	0.985	C1QTNF7	14
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_36655	1.084	GTF2IRD2	3
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_1100	1.289	ERI3	4
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_6641	1.09	USH1C	24
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_11758	1.097	NALF1	301
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_18648	1.126	SEC11C	43
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_17592	1.173	SDK2	261
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_37854	1.046	ATP6V0E2	68
OncotreePrimaryDisease	rescued	Melanoma	USE_36075	1.234	AVL9	69
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_42313	0.57	PUDP	157
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_41798	1.132	CRB2	56
OncotreePrimaryDisease	rescued	Head and Neck Squamous Cell Carcinoma	USE_4406	0.821	WDR37	135
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38548	1.38	DUSP26	599
OncotreePrimaryDisease	rescued	Melanoma	USE_1578	0.977	TTLL7	981
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_2755	1.526	SLAMF6	15
OncotreePrimaryDisease	rescued	Melanoma	USE_24571	1.326	PREX1	1
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_42773	0.546	STK26	148
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_9263	1.158	DBX2	146
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_41269	0.971	S1PR3	21
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_6884	1.001	IFTAP	56
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_25895	1.069	SEZ6L	11
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_20836	1.263	RASGRP3	29
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_6280	0.839	TCERG1L	380
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_25533	1.075	SIK1	66
OncotreePrimaryDisease	rescued	Non-Small Cell Lung Cancer	USE_23339	1.021	SCYGR1	1
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_22232	0.926	MGAT5	549
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_40192	1.047	SLA	10
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_35385	1.191	PRR18	11
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_27948	1.05	PLXNA1	128
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_34282	0.917	EYS	993
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_4690	0.964	ST8SIA6	69
OncotreePrimaryDisease	rescued	Hepatocellular Carcinoma	USE_7035	1.424	SLC43A1	2
OncotreePrimaryDisease	rescued	Esophageal Squamous Cell Carcinoma	USE_35508	1.367	FOXL3	99
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_18445	1.003	SYT4	328
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_32698	0.972	EBF1	6
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_22679	0.937	WIPF1	7
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_13456	0.987	KLF13	113
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_15339	0.992	PHKB	81
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20435	16.757	DDX1	97
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_13717	1.07	FGF7	12
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_24705	1.341	TSHZ2	157
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_34604	1.043	METTL24	4
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_1869	0.998	PRMT6	1002
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_40798	0.951	LINGO2	712
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_15715	0.939	GLG1	21
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_42451	0.685	MID1IP1	75
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_14275	0.886	TBC1D2B	6
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_21789	0.985	TMEM131	151
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_35381	0.837	TBXT	39
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_13789	1.043	MYO5A	47
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_21363	0.978	MEIS1	57
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_2847	1.388	RGS5	16
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_40120	1.566	GSDMC	101
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_27639	0.894	CBLB	487
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_12277	1.005	FSCB	108
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_6059	1.002	CACUL1	45
OncotreePrimaryDisease	rescued	Rhabdoid Cancer	USE_31880	0.883	NR2F1	596
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_1868	0.998	PRMT6	1006
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_1981	0.943	KCNA3	37
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_17693	1.779	PRCD	2
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_39716	1.211	DEPTOR	28
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_3365	1.214	PTPRC	484
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_39944	2.4	LRATD2	377
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_5202	0.903	SLC16A9	39
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_25164	1.025	NCAM2	1138
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_21914	0.924	UXS1	6
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18740	1.336	CCDC102B	331
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_30144	1.059	RPL34	68
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_5793	1.005	SEC31B	6
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_17351	1.077	GH1	6
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_15912	1.0	IRF8	10
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_32760	0.899	MAT2B	1692
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_4547	1.112	GATA3	3
OncotreePrimaryDisease	rescued	Melanoma	USE_23285	0.989	SERPINE2	97
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_41988	1.107	FNBP1	0
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_32023	1.058	CAMK4	24
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_40940	1.044	IGFBPL1	7
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_22802	0.867	ZNF804A	321
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_22407	1.128	TNFAIP6	35
OncotreePrimaryDisease	rescued	Melanoma	USE_14467	1.2	RLBP1	17
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_27771	0.991	GAP43	166
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_160	0.736	VAMP3	101
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_29972	0.968	ARHGAP24	31
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38409	1.332	STMN4	32
OncotreePrimaryDisease	rescued	Melanoma	USE_3889	1.203	DUSP10	273
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_4528	0.974	SFMBT2	355
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_34419	0.896	SPACA1	138
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_41365	0.866	BARX1	135
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_4411	1.043	ADARB2	37
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_12924	0.951	FOXN3	201
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_40527	1.103	SMARCA2	212
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_41906	1.018	AK1	12
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_3185	1.299	NMNAT2	84
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_15817	1.041	PLCG2	52
OncotreePrimaryDisease	rescued	Rhabdoid Cancer	USE_10031	0.966	DCN	166
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_3297	1.297	RGS13	21
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_11443	0.865	KLF12	156
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_42823	0.617	FMR1NB	306
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_15479	1.061	PSME3IP1	20
OncotreePrimaryDisease	rescued	Melanoma	USE_30795	0.826	TRIML1	259
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_9799	0.986	PTPRB	40
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18072	0.995	MTCL1	145
OncotreePrimaryDisease	rescued	Renal Cell Carcinoma	USE_27604	1.052	ZPLD1	199
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_9949	0.918	TMTC2	54
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_38905	1.201	CLVS1	2
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_20833	1.263	RASGRP3	11
OncotreePrimaryDisease	rescued	Melanoma	USE_40267	1.095	KHDRBS3	183
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_20217	1.008	DCDC2C	809
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_13427	0.977	TJP1	158
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_14154	1.004	SENP8	53
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_19434	1.004	TSHZ3	245
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_4425	0.85	PFKP	204
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_23106	0.974	IKZF2	162
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_39165	1.056	RALYL	369
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_7161	1.073	CHRM1	4
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_34987	0.969	CITED2	674
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_11574	0.894	GPC6	213
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_40116	1.298	GSDMC	174
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_28884	1.217	LPP	279
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_16041	0.95	FANCA	6
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_39722	1.427	DEPTOR	103
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_32889	1.055	BOD1	133
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_38906	1.004	CLVS1	9
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_2165	1.318	SPAG17	187
OncotreePrimaryDisease	rescued	Renal Cell Carcinoma	USE_28859	1.105	RTP4	137
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12247	0.832	SSTR1	83
OncotreePrimaryDisease	rescued	Non-Seminomatous Germ Cell Tumor	USE_13348	1.112	POTEB2	259
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_33783	1.066	HLA-DOA	22
OncotreePrimaryDisease	rescued	Ocular Melanoma	USE_22527	0.74	FIGN	153
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_17854	1.226	NDUFAF8	11
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_35750	1.066	DGKB	71
OncotreePrimaryDisease	rescued	Adult-Type Diffuse Glioma	USE_11694	0.779	TMTC4	236
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_29270	0.965	TBC1D14	31
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_40056	2.37	MYC	402
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_5738	0.996	RRP12	25
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_4596	1.064	UPF2	12
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_35227	0.893	ARID1B	597
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_26702	1.07	TBC1D5	108
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_33601	1.015	RIPOR2	19
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_21423	1.09	PLEK	22
OncotreePrimaryDisease	rescued	Renal Cell Carcinoma	USE_7635	1.002	TENM4	1098
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_30316	0.908	PCDH10	912
OncotreePrimaryDisease	rescued	Ocular Melanoma	USE_42318	0.511	STS	87
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_38826	1.026	PENK	110
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20499	14.159	CYRIA	213
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_2931	0.965	XCL2	6
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_1384	1.196	ATG4C	100
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_4257	1.153	PLD5	124
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_15817	0.969	PLCG2	52
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_30634	1.119	HAND2	4
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_15141	0.966	CHP2	106
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_38871	1.007	TOX	567
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_22231	0.926	MGAT5	554
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_19920	1.053	CD37	4
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_16898	1.056	GRN	1
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_40200	1.153	CCN4	23
OncotreePrimaryDisease	rescued	Liposarcoma	USE_27773	0.503	GAP43	325
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_2109	1.224	ATP1A1	34
OncotreePrimaryDisease	rescued	Melanoma	USE_3116	1.15	TOR1AIP1	20
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_2284	1.154	FAM72C	629
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_11505	0.7	NDFIP2	198
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_39166	1.056	RALYL	299
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_37911	1.117	GALNT11	85
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_12669	1.035	RAD51B	7
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_41397	0.985	FANCC	126
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_32878	1.244	BOD1	114
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_16946	1.214	KANSL1	21
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_37461	1.222	PRRT4	5
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_31847	0.854	MEF2C	68
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_36792	1.128	HGF	153
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_776	1.011	FAM167B	2
OncotreePrimaryDisease	rescued	Melanoma	USE_42608	0.71	HDAC8	5
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_477	1.021	PLA2G2E	6
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_2932	1.079	XCL1	32
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_23805	1.269	HAO1	208
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_18551	1.132	MEX3C	37
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38579	1.528	ADRB3	4
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_4276	1.155	AKT3	44
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_21719	0.943	RPIA	2852
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_23429	0.932	INPP5D	49
OncotreePrimaryDisease	rescued	Head and Neck Squamous Cell Carcinoma	USE_110	1.025	NPHP4	53
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_11757	1.097	NALF1	304
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_15525	0.957	CDH11	1410
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_18512	0.884	ZBTB7C	238
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_9632	0.977	DPY19L2	203
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_5930	1.124	RBM20	61
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_898	1.2	POU3F1	17
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_36586	1.03	GALNT17	100
OncotreePrimaryDisease	rescued	Melanoma	USE_6619	0.947	SOX6	204
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_19807	1.022	PPP1R37	17
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_597	0.94	SYF2	28
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_39101	1.207	IL7	117
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_22914	1.134	ANKRD44	63
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_16132	0.917	METTL16	22
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_40120	1.298	GSDMC	101
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12587	0.946	ESR2	23
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18701	1.445	BCL2	13
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_35169	0.955	SYNE1	171
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_2723	1.176	OR10T2	3
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_1983	1.08	CD53	96
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_38893	1.192	CHD7	153
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_16677	1.111	MRM1	126
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_39531	1.352	ANGPT1	63
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_1132	1.031	MAST2	73
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_2767	1.499	SLAMF7	6
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_3358	1.214	PTPRC	343
OncotreePrimaryDisease	rescued	Melanoma	USE_2799	0.998	FCGR2A	21
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_24265	1.148	CEP250	3
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_21014	1.01	C1GALT1C1L	107
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18508	1.332	ZBTB7C	123
OncotreePrimaryDisease	rescued	Esophagogastric Adenocarcinoma	USE_21595	1.041	LRRTM1	33
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_16952	0.997	LRRC37A	24
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_26869	0.894	ARPP21	77
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_15406	0.973	TOX3	54
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_34822	1.036	CCN2	69
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_20341	1.011	GREB1	25
OncotreePrimaryDisease	rescued	Melanoma	USE_11798	1.177	COL4A1	199
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_1837	1.018	DPH5	104
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_6305	0.923	INPP5A	109
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_11335	0.897	PCDH8	28
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_21701	1.017	RPIA	136
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_18341	0.951	DSC3	370
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_39853	1.483	FER1L6	21
OncotreePrimaryDisease	rescued	Melanoma	USE_6866	1.027	LDLRAD3	95
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_42755	0.584	SH2D1A	52
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12914	0.893	GALC	761
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_6781	0.967	CSTF3	91
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20434	16.757	DDX1	90
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_42387	0.898	ADGRG2	121
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_6889	1.194	IFTAP	643
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_40902	0.997	PAX5	74
OncotreePrimaryDisease	rescued	Melanoma	USE_37963	1.339	SHH	36
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_39617	2.007	TRPS1	378
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_2156	0.868	TENT5C	1
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_7666	0.936	DLG2	25
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_18183	1.036	CEP192	65
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_22173	0.996	HS6ST1	196
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_20602	1.016	TDRD15	1087
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_4796	0.983	APBB1IP	21
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_3987	1.165	PARP1	13
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_10869	1.096	SGCG	461
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_34730	0.985	FABP7	45
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_27653	0.957	CCDC54	436
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_41256	1.004	SPIN1	110
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_23163	1.068	TNP1	469
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_16762	1.069	ZPBP2	15
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_776	0.962	FAM167B	2
OncotreePrimaryDisease	rescued	Non-Seminomatous Germ Cell Tumor	USE_37657	0.972	AKR1D1	109
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_27152	1.064	POC1A	6
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_25308	1.001	RCAN1	53
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_3087	1.008	CLEC20A	6
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_6391	1.087	IGF2	0
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_40103	1.084	GSDMC	569
