cvcl	cell_line	category	lineage	subtype	lineage_source	n_experiments	identity	data_status	cn_status	cn_from	tier	include	exclude_reason
CVCL_1706	SNB-75	Cancer cell line	CNS/Brain	Glioblastoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_IT39	SU-DIPG-IV	Cancer cell line	CNS/Brain	Diffuse Intrinsic Pontine Glioma	cellosaurus_ncit	12	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_IT41	SU-DIPG-XIII	Cancer cell line	CNS/Brain	Diffuse Intrinsic Pontine Glioma	cellosaurus_ncit	7	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0556	T98G	Cancer cell line	CNS/Brain	Glioblastoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0021	U-251 MG	Cancer cell line	CNS/Brain	Astrocytoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0022	U-87 MG	Cancer cell line	CNS/Brain	Glioblastoma	depmap	12	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8585	UW228	Cancer cell line	CNS/Brain	Medulloblastoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1094	C-33 A	Cancer cell line	Cervix	Cervical Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1100	Ca Ski	Cancer cell line	Cervix	Cervical Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0030	HeLa	Cancer cell line	Cervix	Endocervical Adenocarcinoma	depmap	55	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0372	KB	Cancer cell line	Cervix	Endocervical Adenocarcinoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_6926	L-02	Cancer cell line	Cervix	Endocervical Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	none	-	D	1	
CVCL_0032	SiHa	Cancer cell line	Cervix	Cervical Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_6955	SPC-A1	Cancer cell line	Cervix	Endocervical Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0139	AGS	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5727	CLS-145	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_2035	ESO-26	Cancer cell line	Esophagus/Stomach	Adenocarcinoma of the Gastroesophageal Junction	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2045	FLO-1	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2908	FU97	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1279	HGC-27	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0333	Hs 746.T	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2961	IM-95	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_F645	ISt-1	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8098	JH-EsoAd1	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0371	KATO III	Cancer cell line	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1825	KYAE-1	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1347	KYSE-140	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1348	KYSE-150	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1349	KYSE-180	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_G698	KYSE-200	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1354	KYSE-510	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1356	KYSE-70	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_4849	LMSU	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	8	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1415	MKN-1	Cancer cell line	Esophagus/Stomach	Adenosquamous Carcinoma of the Stomach	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0434	MKN-45	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1417	MKN-7	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8900	NCC-59	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8897	NCC19	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8899	NCC24	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1603	NCI-N87	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_3082	NUGC-4	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1842	OACM5.1 C	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1843	OACP4 C	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_3084	OCUM-1	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1622	OE19	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0471	OE33	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_3152	RERF-GC-1B	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2195	SK-GT-4	Cancer cell line	Esophagus/Stomach	Esophageal Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0076	SNU-16	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8914	SNU-1750	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	depmap	19	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8915	SNU-1967	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0100	SNU-484	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_5086	SNU-719	Cancer cell line	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1760	TE-10	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1764	TE-5	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_9972	TE7	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_4384	TMK-1	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_3174	TT	Cancer cell line	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_9647	YCC-10	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	8	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9648	YCC-11	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9653	YCC-20	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_9654	YCC-21	Cancer cell line	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9655	YCC-22	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9657	YCC-3	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9663	YCC-7	Cancer cell line	Esophagus/Stomach	Stomach Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8607	92-1	Cancer cell line	Eye	Uveal Melanoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_C301	Mel202	Cancer cell line	Eye	Uveal Melanoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1792	WERI-Rb-1	Cancer cell line	Eye	Retinoblastoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1060	A-253	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2312	BICR 31	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2314	BICR 6	Cancer cell line	Head and Neck	Hypopharynx Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_WI17	C4-2	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	cellosaurus_ncit	8	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_7949	C666-1	Cancer cell line	Head and Neck		cellosaurus_term	2	Cellosaurus-only	needs pull	lookup (other DB)	CMP	B	1	
CVCL_1107	CAL 27	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1171	Detroit 562	Cancer cell line	Head and Neck	Oropharynx Squamous Cell Carcinoma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1218	FaDu	Cancer cell line	Head and Neck	Hypopharynx Squamous Cell Carcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0308	HNE-1	Cancer cell line	Head and Neck		cellosaurus_term	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_8706	HONE-1	Cancer cell line	Head and Neck		cellosaurus_term	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_7084	NPC/HK1	Cancer cell line	Head and Neck		cellosaurus_term	1	Cellosaurus-only	needs pull	lookup (other DB)	CMP	B	1	
CVCL_1682	SCC-25	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1899	SCC090	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_C8YZ	TC-797	Cancer cell line	Head and Neck	NUT Midline Carcinoma of the Head and Neck	cellosaurus_ncit	17	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_7712	UM-SCC-104	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_C058	UPCI-SCC-152	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5518	WSU-HN12	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	none	-	D	1	
CVCL_L079	YD8	Cancer cell line	Head and Neck	Oral Cavity Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1051	786-O	Cancer cell line	Kidney	Renal Clear Cell Carcinoma	depmap	47	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1056	A498	Cancer cell line	Kidney	Renal Cell Carcinoma	depmap	7	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1067	ACHN	Cancer cell line	Kidney	Papillary Renal Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0234	Caki-1	Cancer cell line	Kidney	Renal Clear Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_6997	FU-UR-1	Cancer cell line	Kidney		cellosaurus_term	17	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0270	G-401	Cancer cell line	Kidney	Rhabdoid Cancer	depmap	14	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1626	OS-RC-2	Cancer cell line	Kidney	Renal Clear Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_B3PS	RMC-2C	Cancer cell line	Kidney	Renal Medullary Carcinoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1673	RXF 393L	Cancer cell line	Kidney	Renal Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_Z029	SK-JHRCC-12	Cancer cell line	Kidney	Renal Clear Cell Carcinoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1705	SN-12C	Cancer cell line	Kidney	Renal Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1773	TK-10	Cancer cell line	Kidney	Renal Clear Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_8002	TTC1240	Cancer cell line	Kidney	Rhabdoid Cancer	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1911	UO-31	Cancer cell line	Kidney	Renal Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_6832	HCCLM3	Cancer cell line	Liver	Hepatocellular Carcinoma	cellosaurus_ncit	5	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0027	Hep G2	Cancer cell line	Liver	Hepatoblastoma	depmap	36	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_9720	HepaRG	Cancer cell line	Liver	Hepatocellular Carcinoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0336	HuH-7	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	12	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_7927	Huh-7.5	Cancer cell line	Liver	Hepatocellular Carcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_2805	JHH-7	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0485	PLC/PRF/5	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0525	SK-HEP-1	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0077	SNU-398	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0497	SNU-475	Cancer cell line	Liver	Hepatocellular Carcinoma	depmap	7	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1055	A-427	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0023	A549	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	104	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1066	ABC-1	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0608	Calu-1	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0609	Calu-3	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1128	COLO 668	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1140	COR-L279	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2412	COR-L311	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1174	DMS 114	Cancer cell line	Lung	SMARCA4-deficient undifferentiated tumor	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1176	DMS 273	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1177	DMS 53	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1178	DMS 79	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2891	EBC-1	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1195	EKVX	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8205	GLC-16	Cancer cell line	Lung	Small Cell Lung Cancer	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_2914	HARA	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5131	HCC2279	Cancer cell line	Lung	Lung Adenosquamous Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_5133	HCC2450	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_V586	HCC2814	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_2060	HCC44	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2063	HCC827	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5137	HCC95	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1285	HOP-62	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1286	HOP-92	Cancer cell line	Lung	Non-Small Cell Lung Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_6659	II-18	Cancer cell line	Lung	Lung Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_1335	KNS-62	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5480	LC-1/sq-SF	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1373	LC-2/ad	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1453	NCI-H1048	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	11	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1454	NCI-H1092	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
