srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX4666812	Blood	CLL					0	0	1	45391649	97.6	6.1	32526
SRX4666813	Blood	CLL					0	0	1	57497399	98.3	4.0	2016
SRX4668781	Neural	Glioblastoma multiforme					0	0	1	17558566	62.8	6.9	22157
SRX4668783	Neural	Glioblastoma multiforme					0	0	1	40783785	63.8	13.5	36981
SRX4668785	Neural	Glioblastoma multiforme					0	0	1	38875336	67.5	9.2	10916
SRX4668787	Neural	Glioblastoma multiforme					0	0	1	44003059	69.0	15.2	13794
SRX4668789	Neural	Glioblastoma multiforme					0	0	1	28154605	59.3	12.1	31198
SRX4668791	Neural	Glioblastoma multiforme					0	0	1	22773059	61.6	5.3	13925
SRX4668793	Neural	Glioblastoma multiforme					0	0	1	201461622	82.0	19.8	17775
SRX4668795	Neural	Glioblastoma multiforme					0	0	1	45055900	67.9	16.4	41813
SRX4668797	Neural	Glioblastoma multiforme					0	0	1	26097593	66.5	9.8	1645
SRX4668799	Neural	Glioblastoma multiforme					0	0	1	60041491	66.0	16.9	48663
SRX4668801	Neural	Glioblastoma multiforme					0	0	1	60487616	71.9	27.7	39102
SRX4668803	Neural	Glioblastoma multiforme					0	0	1	142469715	83.2	46.3	55597
SRX4668805	Neural	Glioblastoma multiforme					0	0	1	68085418	74.3	19.6	53042
SRX4668807	Neural	Glioblastoma multiforme					0	0	1	156608412	84.7	16.6	47048
SRX4668809	Neural	Glioblastoma multiforme					0	0	1	126199968	75.4	17.0	65893
SRX4668811	Neural	Glioblastoma multiforme					0	0	1	16281768	64.4	7.7	24801
SRX4668813	Neural	Glioblastoma multiforme					0	0	1	13936990	64.7	5.8	22239
SRX4668815	Neural	Glioblastoma multiforme					0	0	1	32022644	64.6	11.8	29361
SRX4668817	Neural	Glioblastoma multiforme					0	0	1	52580633	65.8	17.4	42802
SRX4668819	Neural	Glioblastoma multiforme					0	0	1	112719326	79.0	11.6	20781
SRX4668821	Neural	Glioblastoma multiforme					0	0	1	61303021	72.7	15.0	53901
SRX4668823	Neural	Glioblastoma multiforme					0	0	1	60827999	71.5	10.3	23315
SRX4668825	Neural	Glioblastoma multiforme					0	0	1	140298690	75.2	30.9	56668
SRX4668827	Neural	Glioblastoma multiforme					0	0	1	54055104	65.1	22.0	42460
SRX4668829	Neural	Glioblastoma multiforme					0	0	1	24195371	67.5	7.4	19108
SRX4668831	Neural	Glioblastoma multiforme					0	0	1	139734095	81.0	39.0	59395
SRX4668833	Neural	Glioblastoma multiforme					0	0	1	39146933	63.8	10.5	29149
SRX4668835	Neural	Glioblastoma multiforme					0	0	1	39375139	59.7	8.4	21488
SRX4668837	Neural	Glioblastoma multiforme					0	0	1	54359180	69.0	13.7	41409
SRX4668839	Neural	Glioblastoma multiforme					0	0	1	130865922	73.8	34.2	73858
SRX4668841	Neural	Glioblastoma multiforme					0	0	1	84812575	70.1	22.5	41662
SRX4668843	Neural	Glioblastoma multiforme					0	0	1	33182225	72.8	59.5	14356
SRX4668845	Neural	Glioblastoma multiforme					0	0	1	65235713	69.0	24.0	49537
SRX4668847	Neural	Glioblastoma multiforme					0	0	1	43533416	65.2	11.5	45463
SRX4668849	Neural	Glioblastoma multiforme					0	0	1	25520743	56.3	5.2	16394
SRX4668851	Neural	Glioblastoma multiforme					0	0	1	45059092	63.4	16.6	28028
SRX4668853	Neural	Glioblastoma multiforme					0	0	1	29267645	61.4	11.1	33688
SRX4668855	Neural	Glioblastoma multiforme					0	0	1	15242897	55.9	4.0	8264
SRX4668857	Neural	Glioblastoma multiforme					0	0	1	101865609	63.5	29.6	30342
SRX4668859	Neural	Glioblastoma multiforme					0	0	1	33950392	61.4	13.4	27913
SRX4668861	Neural	Glioblastoma multiforme					0	0	1	27294765	61.4	10.1	24585
SRX4668863	Neural	Glioblastoma multiforme					0	0	1	11716756	62.1	6.6	7964
SRX4668865	Neural	Glioblastoma multiforme					0	0	1	14786911	52.2	12.0	12740
SRX4668867	Neural	Glioblastoma multiforme					0	0	1	122453241	82.1	18.0	69700
SRX4668869	Neural	Glioblastoma multiforme					0	0	1	44980296	64.4	16.9	39508
SRX4668871	Neural	Glioblastoma multiforme					0	0	1	92527013	65.3	26.6	42512
SRX4668873	Neural	Glioblastoma stem cells					0	0	1	25195701	85.8	6.7	29362
SRX4668875	Neural	Glioblastoma stem cells					0	0	1	21294535	99.1	8.3	33409
SRX4668877	Neural	Glioblastoma stem cells					0	0	1	30705716	99.1	12.8	41558
SRX4668879	Neural	Glioblastoma stem cells					0	0	1	31310838	90.5	12.1	44190
SRX4668881	Neural	Glioblastoma stem cells					0	0	1	21450965	98.2	15.5	39094
SRX4668883	Neural	Glioblastoma stem cells					0	0	1	50750623	90.1	22.3	41811
SRX4668885	Neural	Glioblastoma stem cells					0	0	1	19671681	90.7	11.1	32908
SRX4668887	Neural	Glioblastoma stem cells					0	0	1	36120438	97.8	14.8	49377
SRX4668889	Neural	Glioblastoma stem cells					0	0	1	21841279	89.6	8.1	50430
SRX4668891	Neural	Glioblastoma stem cells					0	0	1	35087322	91.9	16.2	64800
SRX4668893	Neural	Glioblastoma stem cells					0	0	1	38954588	85.0	12.5	65530
SRX4668895	Neural	Glioblastoma stem cells					0	0	1	34275546	98.8	10.4	42931
SRX4668897	Neural	Glioblastoma stem cells					0	0	1	21557768	91.3	14.7	46542
SRX4668899	Neural	Glioblastoma stem cells					0	0	1	39949231	98.8	11.6	64742
SRX4668901	Neural	Glioblastoma stem cells					0	0	1	28923914	98.5	9.6	44585
SRX4668903	Neural	Glioblastoma stem cells					0	0	1	32120179	90.1	17.4	40856
SRX4668905	Neural	Glioblastoma stem cells					0	0	1	21650742	91.8	13.7	38112
SRX4668907	Neural	Glioblastoma stem cells					0	0	1	37521131	85.1	13.5	53778
SRX4668909	Neural	Glioblastoma stem cells					0	0	1	27568153	98.8	7.0	43390
SRX4668911	Neural	Glioblastoma stem cells					0	0	1	25530384	98.1	12.3	43827
SRX4668913	Neural	Glioblastoma stem cells					0	0	1	36304318	98.0	20.0	57190
SRX4668915	Neural	Glioblastoma stem cells					0	0	1	34331160	86.4	18.2	55249
SRX4668917	Neural	Glioblastoma stem cells					0	0	1	35160891	98.6	13.1	32970
SRX4668919	Neural	Glioblastoma stem cells					0	0	1	28146268	97.0	20.7	48975
SRX4668921	Neural	Glioblastoma stem cells					0	0	1	33234377	84.6	8.5	57019
SRX4668923	Neural	Glioblastoma stem cells					0	0	1	35621738	87.1	12.1	37697
SRX4668925	Neural	Glioblastoma stem cells					0	0	1	40451007	58.6	30.7	36520
SRX4668927	Neural	Glioblastoma stem cells					0	0	1	26955854	98.9	12.4	50174
SRX4668929	Neural	Glioblastoma stem cells					0	0	1	35916959	86.3	12.1	65687
SRX4668931	Neural	Glioblastoma stem cells					0	0	1	27421521	98.4	8.2	45333
SRX4668933	Neural	Glioblastoma stem cells					0	0	1	31792033	98.5	11.8	49634
SRX4668935	Neural	Glioblastoma stem cells					0	0	1	30097125	99.0	4.4	34398
SRX4668937	Neural	Glioblastoma stem cells					0	0	1	23348715	94.9	2.5	12656
SRX4668939	Neural	Glioblastoma stem cells					0	0	1	20902311	97.2	11.4	33984
SRX4668941	Neural	Glioblastoma stem cells					0	0	1	33895941	99.0	28.1	54270
SRX4668943	Neural	Glioblastoma stem cells					0	0	1	19387754	97.3	12.5	49304
SRX4668945	Neural	Glioblastoma stem cells					0	0	1	24315609	98.9	5.0	24297
SRX4668947	Neural	Glioblastoma stem cells					0	0	1	32529432	98.8	2.4	24809
SRX4668949	Neural	Glioblastoma stem cells					0	0	1	41126253	87.2	15.2	48395
SRX4668951	Neural	Glioblastoma stem cells					0	0	1	32831874	98.9	12.9	42695
SRX4668953	Neural	Glioblastoma stem cells					0	0	1	38521072	87.7	13.9	40230
SRX4668955	Neural	Glioblastoma stem cells					0	0	1	35210376	98.7	11.3	49185
SRX4668957	Neural	GSC23	CVCL_DR59				0	0	1	29321085	98.9	12.2	39580
SRX4668959	Neural	Neural Stem Cells					0	0	1	19403779	88.0	5.8	33418
SRX4668961	Neural	Neural Stem Cells					0	0	1	20590331	92.1	5.7	28353
SRX4668963	Neural	Neural Stem Cells					0	0	1	26218689	88.5	13.9	44056
SRX4668965	Neural	Neural Stem Cells					0	0	1	30692870	88.7	15.1	47473
SRX4668967	Neural	CB660	CVCL_L184				0	0	1	19745761	88.2	10.1	31894
SRX4668969	Neural	Neural Stem Cells					0	0	1	22211023	86.3	11.0	50099
SRX4668971	Neural	Neural Stem Cells					0	0	1	20652707	91.2	10.2	49007
SRX4668973	Neural	Neural Stem Cells					0	0	1	12524823	89.5	8.8	36369
SRX4668975	Neural	Neural Stem Cells					0	0	1	28839883	89.5	8.6	32823
SRX4671303	Breast	NAMEC8	CVCL_IZ69				0	0	1	35535135	73.5	11.3	46485
SRX4671304	Breast	NAMEC8	CVCL_IZ69				0	0	1	26873933	82.6	5.4	36540
SRX4671305	Breast	NAMEC8	CVCL_IZ69				0	0	1	28621551	62.6	5.0	16585
SRX4671318	Breast	SUM 159PT	CVCL_5423	ACH-001391	Breast	Invasive Breast Carcinoma	0	1	1	22245702	84.2	7.7	36988
SRX4671319	Breast	SUM 159PT	CVCL_5423	ACH-001391	Breast	Invasive Breast Carcinoma	0	1	1	72574306	82.8	17.4	69110
SRX4671320	Breast	SUM 159PT	CVCL_5423	ACH-001391	Breast	Invasive Breast Carcinoma	0	1	1	21280056	74.3	7.8	37724
SRX4673570	Pancreas	HPDE6					0	0	1	37567959	97.8	3.4	1226
SRX4673572	Pancreas	HPDE6					0	0	1	34765484	97.9	3.3	1448
SRX4676641	Pluripotent stem cell	Differentiated iPS cells					0	0	0	4593314	82.5	6.5	13817
SRX4676642	Pluripotent stem cell	Differentiated iPS cells					0	0	0	4888449	90.1	5.5	13354
SRX4677299	Pancreas	CFPAC-1	CVCL_1119	ACH-000138	Pancreas	Pancreatic Adenocarcinoma	0	1	1	36165068	93.7	9.5	31591
SRX4677300	Pancreas	CFPAC-1	CVCL_1119	ACH-000138	Pancreas	Pancreatic Adenocarcinoma	0	1	1	35185867	97.5	15.3	10583
SRX4677301	Pancreas	CFPAC-1	CVCL_1119	ACH-000138	Pancreas	Pancreatic Adenocarcinoma	0	1	1	41562094	94.4	7.8	52399
SRX4677302	Pancreas	CFPAC-1	CVCL_1119	ACH-000138	Pancreas	Pancreatic Adenocarcinoma	0	1	1	38867370	93.3	9.7	46383
SRX470221	Blood	Macrophages					0	0	1	39091354	83.2	5.7	45827
SRX470222	Blood	Macrophages					0	0	1	39661437	88.2	8.9	42283
SRX470223	Blood	Macrophages					0	0	1	39515151	86.4	3.8	46158
SRX470224	Blood	Macrophages					0	0	1	34784182	79.7	7.4	35079
SRX4704624	Gonad	RMG-I	CVCL_1662	ACH-000719	Ovary/Fallopian Tube	Clear Cell Ovarian Cancer	1	1	1	94484130	96.7	15.5	34432
SRX4704625	Gonad	RMG-I	CVCL_1662	ACH-000719	Ovary/Fallopian Tube	Clear Cell Ovarian Cancer	1	1	1	84979611	96.9	17.1	33861
SRX471880	Prostate	VCaP	CVCL_2235	ACH-000115	Prostate	Prostate Adenocarcinoma	0	1	1	29656428	98.2	2.9	18261
SRX4720616	Kidney	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer	1	1	1	22173570	98.5	6.3	23488
SRX4720617	Kidney	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer	1	1	1	18399544	98.6	4.5	17336
SRX4720620	Kidney	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer	1	1	1	23222077	98.7	4.5	18022
SRX4720621	Kidney	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer	1	1	1	29481289	98.6	5.0	21388
SRX4727564	Blood	MOLT-4	CVCL_0013	ACH-001127	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	0	0	1	29702207	95.2	15.0	22278
SRX4727565	Blood	MOLT-4	CVCL_0013	ACH-001127	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	0	0	1	27747526	95.5	21.9	22517
SRX4741790	Cardiovascular	EA.hy926	CVCL_3901				0	0	1	57004395	98.8	9.3	47353
SRX4741793	Cardiovascular	EA.hy926	CVCL_3901				0	0	1	52450603	98.8	8.7	43624
SRX475744	Blood	GM12878	CVCL_7526				0	0	1	24360524	97.5	11.9	43924
SRX475761	Blood	GM12878	CVCL_7526				0	0	1	35198832	96.8	7.2	46873
SRX475762	Blood	GM12878	CVCL_7526				0	0	1	23447740	97.2	7.2	32279
SRX475763	Blood	GM12878	CVCL_7526				0	0	1	29837166	96.7	5.9	44501
SRX475764	Blood	GM12878	CVCL_7526				0	0	1	24141268	97.3	6.4	35142
SRX475765	Blood	GM12878	CVCL_7526				0	0	1	35224086	97.8	10.5	57376
SRX475766	Blood	GM12878	CVCL_7526				0	0	1	23532364	97.7	11.0	46168
SRX475767	Blood	GM12878	CVCL_7526				0	0	1	41958244	96.9	12.1	62950
SRX475768	Blood	GM12878	CVCL_7526				0	0	1	27283153	97.9	11.6	49628
SRX4776296	Others	Head and Neck Neoplasms					0	0	0	14791713	98.5	8.2	522
SRX4776305	Others	Head and Neck Neoplasms					0	0	0	11014498	80.7	31.3	280
SRX4776307	Others	Head and Neck Neoplasms					0	0	0	5211328	98.1	3.9	83
SRX4776308	Others	Head and Neck Neoplasms					0	0	1	30817527	94.2	2.7	1125
SRX4776309	Others	Head and Neck Neoplasms					0	0	0	7455342	96.4	6.8	287
SRX4779619	Blood	PreB-ALL					0	0	1	33541233	98.2	53.6	2224
SRX4779777	Neural	ST88-14	CVCL_8916				0	0	1	39780179	99.2	62.1	5833
SRX4779778	Neural	ST88-14	CVCL_8916				0	0	1	34383802	98.5	47.9	19110
SRX4779779	Neural	ST88-14	CVCL_8916				0	0	1	32876616	99.2	33.2	8692
SRX4779780	Neural	ST88-14	CVCL_8916				0	0	1	35301076	98.7	33.7	19993
SRX4779781	Neural	ST88-14	CVCL_8916				0	0	1	31583230	99.0	75.0	3960
SRX4779782	Neural	ST88-14	CVCL_8916				0	0	0	29031458	99.2	85.2	149
SRX4783109	Prostate	Prostate cancer cells					0	0	1	19207859	94.5	4.0	14493
SRX4783110	Prostate	Prostate cancer cells					0	0	1	14613109	95.9	4.8	20521
SRX4783111	Prostate	Prostate cancer cells					0	0	1	30076128	97.7	4.1	31737
SRX4783112	Prostate	Prostate cancer cells					0	0	1	28295309	96.0	3.3	26898
SRX4783113	Prostate	Prostate cancer cells					0	0	1	27401492	94.7	3.6	29166
SRX4783114	Prostate	Prostate cancer cells					0	0	1	26882633	97.2	3.6	26725
SRX4783115	Prostate	Prostate cancer cells					0	0	1	24078487	95.8	4.2	25751
SRX4783116	Prostate	Prostate cancer cells					0	0	1	19692718	93.9	3.7	26681
SRX4783117	Prostate	Prostate cancer cells					0	0	1	20649577	95.8	4.0	25501
SRX4783118	Prostate	Prostate cancer cells					0	0	1	25307697	98.7	4.7	34594
SRX4783119	Prostate	Prostate cancer cells					0	0	1	22181294	95.3	2.4	19163
SRX4783120	Prostate	Prostate cancer cells					0	0	1	27863344	97.1	3.5	32578
SRX4783121	Prostate	Prostate cancer cells					0	0	1	24030256	96.4	3.3	25710
SRX4783122	Prostate	Prostate cancer cells					0	0	1	27192514	97.2	3.4	30847
SRX4783123	Prostate	Prostate cancer cells					0	0	1	25758361	96.9	3.0	21623
SRX4783124	Prostate	Prostate cancer cells					0	0	1	29470408	97.9	3.9	32431
SRX4783125	Prostate	Prostate cancer cells					0	0	1	28379399	97.1	5.2	34229
SRX4783126	Prostate	Prostate cancer cells					0	0	1	24876038	96.0	3.4	26887
SRX4783127	Prostate	Prostate cancer cells					0	0	1	20355152	96.6	2.5	20952
SRX4783128	Prostate	Prostate cancer cells					0	0	1	21397056	97.4	2.7	20115
SRX4783129	Prostate	Prostate cancer cells					0	0	1	20956211	98.0	3.9	29269
SRX4783130	Prostate	Prostate cancer cells					0	0	1	27269039	97.3	5.6	35295
SRX4783131	Prostate	Prostate cancer cells					0	0	1	23526466	97.8	3.1	28224
SRX4783132	Prostate	Prostate cancer cells					0	0	1	23978416	96.2	3.3	26900
SRX4783133	Prostate	Prostate cancer cells					0	0	1	27628974	97.8	4.4	32404
SRX4783134	Prostate	Prostate cancer cells					0	0	1	29783242	97.9	4.1	32577
SRX4783135	Prostate	Prostate cancer cells					0	0	1	26923597	97.3	2.8	25142
SRX4783136	Prostate	Prostate cancer cells					0	0	1	24755710	97.2	2.8	26394
SRX4783137	Prostate	Prostate cancer cells					0	0	1	22942115	98.6	3.6	29132
SRX4783138	Prostate	Prostate cancer cells					0	0	1	33528516	97.7	4.7	41698
SRX4783139	Prostate	Prostate cancer cells					0	0	1	42291779	97.8	5.0	47473
SRX4783140	Prostate	Prostate cancer cells					0	0	1	32962742	98.4	3.9	36702
SRX4783141	Prostate	Prostate cancer cells					0	0	1	26213978	97.6	2.4	26346
SRX4783142	Prostate	Prostate cancer cells					0	0	1	29590582	97.8	3.3	32866
SRX4783143	Prostate	Prostate cancer cells					0	0	1	45736401	78.5	4.0	24107
SRX4783144	Prostate	Prostate cancer cells					0	0	1	21083158	94.3	3.0	20254
SRX4783145	Prostate	Prostate cancer cells					0	0	1	24254329	98.0	2.9	31294
SRX4783146	Prostate	Prostate cancer cells					0	0	1	17274802	97.8	2.4	20583
SRX4783147	Prostate	Prostate cancer cells					0	0	1	23361013	96.6	2.4	19220
SRX4783148	Prostate	Prostate cancer cells					0	0	1	19468149	97.4	3.0	25537
SRX4783149	Prostate	Prostate cancer cells					0	0	1	24976423	91.8	3.4	14925
SRX4783150	Prostate	Prostate cancer cells					0	0	1	35769501	98.2	6.1	38089
SRX4783151	Prostate	Prostate cancer cells					0	0	1	17162802	94.1	2.4	19008
SRX4783152	Prostate	Prostate cancer cells					0	0	1	17760086	95.9	2.7	20868
SRX4783153	Prostate	Prostate cancer cells					0	0	1	23786610	97.0	5.1	32962
SRX4783154	Prostate	Prostate cancer cells					0	0	1	17269404	98.6	3.0	22622
SRX4783155	Prostate	Prostate cancer cells					0	0	1	25205927	97.3	3.3	26793
SRX4783156	Prostate	Prostate cancer cells					0	0	1	20710138	97.0	3.5	21085
SRX4783157	Prostate	Prostate cancer cells					0	0	1	36619524	98.5	6.1	45166
SRX4783158	Prostate	Prostate cancer cells					0	0	1	13046363	97.3	2.8	19400
SRX4783159	Prostate	Prostate cancer cells					0	0	1	15236739	96.5	2.5	18363
SRX4783160	Prostate	Prostate cancer cells					0	0	1	24388044	97.8	5.6	34395
SRX4783161	Prostate	Prostate cancer cells					0	0	1	33398273	98.0	5.5	34354
SRX4783162	Prostate	Prostate cancer cells					0	0	1	14944482	97.7	3.6	25654
SRX4783163	Prostate	Prostate cancer cells					0	0	1	34386896	98.1	5.5	42176
SRX4783164	Prostate	Prostate cancer cells					0	0	1	25915074	98.3	3.1	30836
SRX4783165	Prostate	Prostate cancer cells					0	0	1	26705563	98.8	3.7	30551
SRX4783166	Prostate	Prostate cancer cells					0	0	1	22548644	98.6	2.8	27425
SRX4783167	Prostate	Prostate cancer cells					0	0	1	41843495	98.6	7.8	43001
SRX4783168	Prostate	Prostate cancer cells					0	0	1	30600886	95.8	4.5	31698
SRX4783169	Prostate	Prostate cancer cells					0	0	1	22405731	96.0	2.6	24214
SRX4783170	Prostate	Prostate cancer cells					0	0	1	21706170	96.7	4.4	32418
SRX4783171	Prostate	Prostate cancer cells					0	0	1	22700389	93.5	1.9	17745
SRX4783172	Prostate	Prostate cancer cells					0	0	1	32485583	97.1	4.0	34249
SRX4783173	Prostate	Prostate cancer cells					0	0	1	26849254	92.1	2.2	23022
SRX4783174	Prostate	Prostate cancer cells					0	0	1	35727459	95.0	2.8	25277
SRX4783175	Prostate	Prostate cancer cells					0	0	1	23862737	96.0	2.3	22131
SRX4783176	Prostate	Prostate cancer cells					0	0	1	27221885	96.3	2.3	26715
SRX4783177	Prostate	Prostate cancer cells					0	0	1	20911697	94.1	1.4	11427
SRX4783178	Prostate	Prostate cancer cells					0	0	1	27337265	99.3	3.4	32491
SRX4783179	Prostate	Prostate cancer cells					0	0	1	27104112	99.3	1.6	15119
SRX4783180	Prostate	Prostate cancer cells					0	0	1	28630123	99.1	2.3	24498
SRX4783181	Prostate	Prostate cancer cells					0	0	1	27611150	99.1	2.9	28097
SRX4783182	Prostate	Prostate cancer cells					0	0	1	29850921	99.2	3.5	30410
SRX4783183	Prostate	Prostate cancer cells					0	0	1	32450684	99.2	3.4	35514
SRX4783184	Prostate	Prostate cancer cells					0	0	1	25328420	99.2	2.2	24087
SRX4783185	Prostate	Prostate cancer cells					0	0	1	25679977	99.1	2.8	27471
SRX4783186	Prostate	Prostate cancer cells					0	0	1	24234284	99.0	1.9	16516
SRX4783187	Prostate	Prostate cancer cells					0	0	1	27567956	99.0	2.7	27785
SRX4783188	Prostate	Prostate cancer cells					0	0	1	25819306	99.2	2.4	25154
SRX4783189	Prostate	Prostate cancer cells					0	0	1	27171018	99.0	1.7	14545
SRX4783190	Prostate	Prostate cancer cells					0	0	1	28656308	98.4	3.8	34525
SRX4783191	Prostate	Prostate cancer cells					0	0	1	26339060	97.7	4.5	36061
SRX4783192	Prostate	Prostate cancer cells					0	0	1	24630214	97.2	2.8	16709
SRX4783193	Prostate	Prostate cancer cells					0	0	1	24282380	98.4	4.9	35421
SRX4783194	Prostate	Prostate cancer cells					0	0	1	26760982	97.2	5.7	38920
SRX4783195	Prostate	Prostate cancer cells					0	0	1	25632927	96.5	5.0	32192
SRX4783196	Prostate	Prostate cancer cells					0	0	1	26291340	98.2	3.9	28427
SRX4783197	Prostate	Prostate cancer cells					0	0	1	26505158	97.0	4.4	34107
SRX4783198	Prostate	Prostate cancer cells					0	0	1	27682570	97.1	3.7	31566
SRX4783199	Prostate	Prostate cancer cells					0	0	1	29173095	98.0	6.3	41043
SRX4783200	Prostate	Prostate cancer cells					0	0	1	27515856	97.9	4.7	33934
SRX4786558	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	43883461	97.2	8.0	9123
SRX4786559	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	40660034	97.0	6.7	7813
SRX4786577	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	32581520	83.6	11.8	27631
SRX4799490	Neural	Neuroblastoma					0	0	1	38017794	96.3	1.3	1111
SRX4799491	Neural	Neuroblastoma					0	0	0	24929452	89.0	3.3	704
SRX4799492	Neural	Neuroblastoma					0	0	1	41468889	96.1	1.5	1230
SRX4799493	Neural	Neuroblastoma					0	0	0	24236144	89.8	3.4	443
SRX4815199	Breast	SUM 149PT	CVCL_3422	ACH-001390	Breast	Breast Invasive Ductal Carcinoma	0	1	1	40424193	93.2	9.0	47117
SRX4815200	Breast	SUM 149PT	CVCL_3422	ACH-001390	Breast	Breast Invasive Ductal Carcinoma	0	1	1	54346732	94.2	14.7	65024
SRX4815201	Breast	SUM 159PT	CVCL_5423	ACH-001391	Breast	Invasive Breast Carcinoma	0	1	1	66697193	98.3	20.0	47040
SRX4819698	Prostate	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma	1	1	1	44248954	97.7	21.2	19079
SRX4823473	Blood	CD4+ T cells					0	0	1	26438623	86.6	23.2	7818
SRX4823474	Blood	CD4+ T cells					0	0	1	26235145	83.5	19.7	6510
SRX4824694	Blood	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma	1	1	1	53171987	93.1	6.2	17808
SRX4824695	Blood	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma	1	1	1	32975368	94.6	4.8	10604
SRX484464	Breast	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma	1	1	1	45685901	57.4	12.9	34494
SRX484469	Breast	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma	1	1	1	45100712	42.8	18.5	27271
SRX484475	Breast	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma	1	1	1	26631986	46.8	7.6	25608
SRX4901019	Blood	SET-2	CVCL_2187	ACH-000195	Myeloid	Acute Megakaryoblastic Leukemia	1	1	1	22586505	0.0	2.8	20230
SRX4901024	Blood	SET-2	CVCL_2187	ACH-000195	Myeloid	Acute Megakaryoblastic Leukemia	1	1	1	25029573	0.0	3.2	31552
SRX4901030	Blood	SET-2	CVCL_2187	ACH-000195	Myeloid	Acute Megakaryoblastic Leukemia	1	1	1	15888136	0.0	2.4	12826
SRX4901035	Blood	SET-2	CVCL_2187	ACH-000195	Myeloid	Acute Megakaryoblastic Leukemia	1	1	1	14185621	0.0	2.3	9070
SRX4901064	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	88894897	96.9	22.1	52632
SRX4905640	Digestive tract	KATO III	CVCL_0371	ACH-000793	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach	1	1	1	24559532	72.7	24.8	27090
SRX4905642	Digestive tract	SNU-719	CVCL_5086	ACH-000898	Esophagus/Stomach	Tubular Stomach Adenocarcinoma	1	1	1	18844541	72.0	25.1	27528
SRX4905644	Digestive tract	YCC-10	CVCL_9647				0	0	1	19269113	73.1	22.3	20002
SRX4905648	Digestive tract	IM-95	CVCL_2961	ACH-000919	Esophagus/Stomach	Stomach Adenocarcinoma	1	1	1	23309435	41.4	20.9	11813
SRX4905650	Digestive tract	LMSU	CVCL_4849	ACH-000255	Esophagus/Stomach	Stomach Adenocarcinoma	0	1	1	38192956	79.1	39.7	18524
SRX4905652	Digestive tract	SNU-484	CVCL_0100				0	0	1	50073434	85.7	56.2	25003
SRX4905654	Digestive tract	Gastric primary sample					0	0	1	254857885	88.6	89.7	17503
SRX4905656	Unclassified	Unclassified					0	0	1	254991965	91.3	89.6	18987
SRX4925772	Breast	Breast cancer cells					0	0	0	33272859	81.7	5.6	34
SRX4947715	Cardiovascular	HUVEC	CVCL_2959				0	0	1	34871947	97.0	28.0	64517
SRX4947716	Cardiovascular	HUVEC	CVCL_2959				0	0	1	35884839	96.1	24.1	52633
SRX4955508	Blood	GM22647	CVCL_1P71				0	0	1	20243528	98.3	17.4	33868
SRX4955509	Blood	GM22647	CVCL_1P71				0	0	1	27016541	98.6	29.2	36244
SRX4955510	Blood	GM22648	CVCL_1P72				0	0	1	13914920	98.2	8.7	28736
SRX4955511	Blood	GM22648	CVCL_1P72				0	0	1	28146360	99.0	23.6	39450
SRX4955512	Blood	GM22649	CVCL_1P73				0	0	1	14997414	98.2	9.0	29356
SRX4955513	Blood	GM22649	CVCL_1P73				0	0	1	34480788	99.0	33.0	39661
SRX4955514	Blood	GM22650	CVCL_1P74				0	0	1	16598015	98.0	9.5	33801
SRX4955515	Blood	GM22650	CVCL_1P74				0	0	1	23488876	99.0	26.3	34742
SRX4955516	Blood	GM22651	CVCL_1P75				0	0	1	13682731	98.2	11.1	26930
SRX4955517	Blood	GM22651	CVCL_1P75				0	0	1	25277925	99.0	31.0	34117
SRX4955518	Blood	GM12864	CVCL_L256				0	0	1	9250444	98.0	6.5	5888
SRX4955519	Blood	GM12864	CVCL_L256				0	0	1	10489356	98.3	6.4	14226
SRX4955520	Blood	GM12872	CVCL_9626				0	0	1	11797522	97.9	7.6	9327
SRX4955521	Blood	GM12872	CVCL_9626				0	0	1	11833826	98.2	8.6	19253
SRX4955522	Blood	GM12873	CVCL_9627				0	0	1	10087455	97.9	5.7	14878
