srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX6957438	Kidney	HGrC1	CVCL_KB28				0	0	1	16272014	97.9	11.1	21580
SRX6957439	Kidney	HGrC1	CVCL_KB28				0	0	1	18952686	97.7	10.9	22125
SRX6957442	Kidney	HGrC1	CVCL_KB28				0	0	1	34754006	98.0	17.0	30715
SRX6957443	Kidney	HGrC1	CVCL_KB28				0	0	1	13826600	97.3	8.0	22654
SRX6957470	Kidney	HGrC1	CVCL_KB28				0	0	1	31998978	98.0	12.2	22293
SRX6957471	Kidney	HGrC1	CVCL_KB28				0	0	1	29448949	97.6	14.9	29990
SRX6957487	Kidney	HGrC1	CVCL_KB28				0	0	1	16679122	98.1	9.5	10001
SRX6958369	Blood	THP-6	CVCL_4686				0	0	1	32842976	94.9	17.5	18923
SRX6958370	Blood	THP-6	CVCL_4686				0	0	1	36155032	96.3	14.1	21470
SRX6958371	Blood	THP-6	CVCL_4686				0	0	1	32149035	95.1	14.4	16472
SRX6958372	Blood	THP-6	CVCL_4686				0	0	1	32362521	95.7	11.9	18209
SRX6958373	Blood	THP-6	CVCL_4686				0	0	1	36646033	95.7	13.8	19046
SRX6958374	Blood	THP-6	CVCL_4686				0	0	1	38083018	96.2	12.6	19348
SRX6970838	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	42631651	90.7	17.5	16926
SRX6970839	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	44851138	92.4	18.7	16486
SRX702006	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	0	12842217	95.8	7.5	185
SRX702007	Pluripotent stem cell	hESC derived endodermal cells					0	0	1	16900170	98.3	27.9	3264
SRX702008	Pluripotent stem cell	hESC derived endodermal cells					0	0	1	13759570	95.1	7.0	1082
SRX702009	Pluripotent stem cell	hESC derived endodermal cells					0	0	0	16816835	96.8	10.6	303
SRX702010	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	20949314	97.9	25.8	10227
SRX702011	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	15396712	97.8	36.3	5086
SRX702012	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	18401178	97.1	27.9	7818
SRX702013	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	13301054	94.4	26.6	3538
SRX702014	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	24322734	94.4	11.4	5439
SRX702015	Pluripotent stem cell	hESC derived mesendodermal cells					0	0	1	17818903	94.5	36.6	13405
SRX7027277	Neural	GSC11	CVCL_DR55				0	0	1	43122903	98.2	3.5	16384
SRX7027283	Neural	GSC11	CVCL_DR55				0	0	1	52478854	98.5	3.7	19534
SRX7027289	Neural	GSC11	CVCL_DR55				0	0	1	47327703	97.4	4.7	33510
SRX7027293	Neural	GSC11	CVCL_DR55				0	0	1	45316832	96.5	10.0	16915
SRX7027295	Neural	GSC8					0	0	1	33952367	97.5	6.9	24023
SRX7027297	Neural	GSC8					0	0	1	24090469	97.9	7.4	25154
SRX7027299	Neural	GSC8					0	0	1	23365217	95.3	26.4	23230
SRX7030814	Bone	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma	1	1	1	15045371	97.7	7.4	28412
SRX7030815	Bone	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma	1	1	1	19077789	98.6	9.0	29347
SRX7030816	Kidney	293	CVCL_0045				0	0	1	14197062	97.4	6.8	15303
SRX7030817	Kidney	293	CVCL_0045				0	0	1	13034010	96.7	7.1	10866
SRX7030818	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	1	13788241	97.8	7.4	29882
SRX7030819	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	0	4275956	97.3	4.0	8801
SRX7030820	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	14197313	97.7	10.4	28091
SRX7030821	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	14340091	98.1	10.5	30422
SRX7036101	Others	TC-797	CVCL_C8YZ				0	0	1	61598981	91.0	9.1	27172
SRX7036102	Others	TC-797	CVCL_C8YZ				0	0	1	78406909	91.2	9.0	26531
SRX7036105	Others	TC-797	CVCL_C8YZ				0	0	1	38575162	87.5	5.9	21885
SRX7036106	Others	TC-797	CVCL_C8YZ				0	0	1	39848935	89.2	6.5	20132
SRX7052939	Breast	Mammary epithelial cells					0	0	0	12312816	97.4	9.3	399
SRX7052940	Breast	Mammary epithelial cells					0	0	0	10010275	95.9	8.1	284
SRX7052941	Breast	Mammary epithelial cells					0	0	0	12561453	95.1	9.8	389
SRX7052942	Breast	Mammary epithelial cells					0	0	0	9905096	96.4	7.6	279
SRX7052943	Breast	Mammary epithelial cells					0	0	1	12322583	96.8	10.1	1630
SRX7052944	Breast	Mammary epithelial cells					0	0	0	9452005	97.2	9.0	496
SRX7054593	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	9086013	98.8	24.6	12409
SRX7054594	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	10575375	99.2	11.8	28054
SRX7054595	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16766412	99.0	14.6	33607
SRX7054596	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	19640754	96.1	26.8	29234
SRX7054597	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	10758026	96.4	35.4	16675
SRX7054598	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	42453683	99.0	36.7	58558
SRX7054599	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	22594920	99.0	38.6	30971
SRX7054600	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	20093903	99.2	11.0	35443
SRX7054601	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	17290850	99.2	11.6	31979
SRX7054602	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	5940127	98.0	26.3	3213
SRX7054603	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16644239	98.6	16.8	21588
SRX7054604	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	32137689	98.7	18.8	51973
SRX7054605	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	23681866	97.6	26.2	38248
SRX7054606	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	28776926	98.7	11.4	38001
SRX7054607	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	22193428	98.4	60.9	18257
SRX7054608	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	17385738	95.7	69.7	10570
SRX7054801	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	30073986	97.7	28.3	39926
SRX7054802	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	17752289	89.4	67.6	5036
SRX7054803	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	26215227	98.2	39.0	29835
SRX7054804	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16060309	98.1	35.2	27208
SRX7054805	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16628823	99.0	16.8	32926
SRX7054806	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	22873199	98.1	28.1	29509
SRX7054807	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	12872456	98.6	11.8	32267
SRX7054808	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	27088200	95.5	61.0	21196
SRX7054809	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	27087229	99.3	13.0	41760
SRX7054810	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	11561227	92.5	63.7	3228
SRX7054811	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	12849205	98.3	31.6	20035
SRX7054812	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	10670222	98.6	24.8	20546
SRX7054813	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	11187976	98.1	24.8	21215
SRX7054814	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	9141347	96.9	32.0	12914
SRX7054815	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14974828	99.2	16.9	28664
SRX7054816	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	19278892	98.7	15.6	26165
SRX7054855	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	27300742	98.4	30.1	34869
SRX7054856	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14231521	99.2	17.1	26508
SRX7054857	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	30130045	99.0	15.8	39549
SRX7054858	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	28387990	98.9	23.2	32833
SRX7054859	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	37003528	99.4	16.3	64387
SRX7054860	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	31134949	99.2	21.0	47383
SRX7054861	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	26508475	99.1	21.5	43331
SRX7054862	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	21388377	96.2	80.0	4289
SRX7054863	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	24064503	98.7	49.7	26141
SRX7054864	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	15856494	99.3	25.9	27845
SRX7054865	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	31650010	99.2	35.1	44439
SRX7054866	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	20463348	99.2	23.3	42023
SRX7054867	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	13540667	93.9	27.0	29803
SRX7054868	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	15327518	98.9	7.7	22831
SRX7054869	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	29466884	99.2	17.4	44983
SRX7054870	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	19203973	99.0	24.7	32567
SRX7054871	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	20591116	98.5	17.2	40498
SRX7054872	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	31736815	99.3	23.2	56016
SRX7054873	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	38958020	99.0	22.7	52883
SRX7054874	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	15307484	97.8	45.4	14255
SRX7054875	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	18592669	99.2	16.8	41959
SRX7054876	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	27650477	99.0	22.6	46300
SRX7054877	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	18318240	98.9	22.4	31844
SRX7054878	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	9274706	98.8	18.1	17252
SRX7054879	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14637285	94.3	22.3	21258
SRX7054880	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14262398	98.2	45.9	14691
SRX7054913	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	29912572	99.2	19.5	53078
SRX7054914	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	18488231	99.0	18.8	31287
SRX7054915	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	13763733	99.0	16.7	22627
SRX7054916	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	21671414	90.0	37.5	22867
SRX7054917	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	10627743	99.0	12.4	29757
SRX7054918	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	26212403	96.2	30.7	38836
SRX7054919	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16276222	99.3	12.3	25313
SRX7054920	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	25818871	99.3	16.8	36344
SRX7054921	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	19755217	99.2	21.1	30110
SRX7054922	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	20538681	99.2	23.3	26240
SRX7054923	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	13042832	99.1	17.4	18203
SRX7054924	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	11380236	98.6	27.0	20145
SRX7054925	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14043292	98.3	28.0	24083
SRX7054926	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	9559144	95.5	37.3	15021
SRX7054927	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	25766906	98.8	33.7	47303
SRX7054928	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	20824981	97.5	16.8	38623
SRX7054929	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	8287019	88.3	38.0	7944
SRX7054930	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	31597649	97.9	56.9	34579
SRX7054977	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	19179105	99.2	11.6	34561
SRX7054978	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	18814622	99.1	9.4	37598
SRX7054979	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	6575754	99.0	15.8	12827
SRX7054980	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	10395964	99.0	22.3	20890
SRX7054981	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	13708954	98.8	25.6	27212
SRX7054982	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	17910096	98.7	25.1	37338
SRX7054983	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	29690499	99.2	24.3	32568
SRX7054984	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14770449	98.8	23.8	29588
SRX7054985	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	23286667	98.9	11.4	46576
SRX7054986	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	43717986	99.3	17.9	67920
SRX7054987	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	22913867	99.0	16.0	39248
SRX7054988	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	6849554	99.2	8.9	4289
SRX7054989	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	8230518	99.2	7.7	6805
SRX7054990	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	18959540	99.2	15.4	43687
SRX7054991	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	16454321	99.2	15.9	39547
SRX7054992	Cardiovascular	HAEC	CVCL_C0EQ				0	0	1	14978263	99.1	12.3	33217
SRX7057664	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	28739257	35.6	24.4	1113
SRX7057666	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	20028838	45.3	27.4	2955
SRX7064288	Blood	KBM-7	CVCL_A426				0	0	1	175984719	87.9	10.0	43464
SRX7064289	Blood	KBM-7	CVCL_A426				0	0	1	157615231	88.2	9.6	42525
SRX7064290	Blood	KBM-7	CVCL_A426				0	0	1	158350361	88.1	9.4	41706
SRX7064291	Blood	KBM-7	CVCL_A426				0	0	1	184788814	88.0	9.7	43030
SRX7064292	Blood	KBM-7	CVCL_A426				0	0	1	58990025	97.7	10.1	41004
SRX7070020	Muscle	Myoblasts					0	0	1	62053800	97.0	13.8	52104
SRX7070021	Muscle	Myoblasts					0	0	1	65938981	96.7	16.8	59892
SRX7071213	Uterus	Myometrium					0	0	1	40537176	97.7	15.8	68634
SRX7071214	Uterus	Myometrium					0	0	1	38198173	97.4	14.5	63231
SRX7071215	Uterus	Myometrium					0	0	1	45904490	97.7	17.3	74312
SRX7071216	Uterus	Myometrium					0	0	1	43285841	97.6	15.9	67284
SRX7071217	Uterus	Myometrium					0	0	1	40674842	97.5	16.9	73755
SRX7071218	Uterus	Myometrium					0	0	1	38054984	97.6	14.3	66867
SRX7079160	Cardiovascular	Arachnoid granulation cells					0	0	1	22807924	57.7	1.4	8033
SRX7079162	Cardiovascular	Arachnoid granulation cells					0	0	1	15661220	52.7	2.8	11029
SRX7079164	Cardiovascular	Arachnoid granulation cells					0	0	1	7042884	54.2	0.9	6203
SRX7079166	Neural	Meningioma					0	0	1	5325179	54.0	1.3	5992
SRX7079168	Neural	Meningioma					0	0	1	33203690	0.0	2.3	20166
SRX7079170	Neural	Meningioma					0	0	1	10565404	53.1	3.7	10306
SRX7079172	Neural	Meningioma					0	0	1	14466073	51.6	0.9	7547
SRX7079174	Neural	Meningioma					0	0	1	15028656	52.5	7.2	11737
SRX7079176	Neural	Meningioma					0	0	1	15733776	63.0	3.8	20122
SRX7079178	Neural	Meningioma					0	0	1	53768560	65.0	7.7	38838
SRX7079180	Neural	Meningioma					0	0	1	44173464	62.7	12.2	21571
SRX7079182	Neural	Meningioma					0	0	1	7384795	51.7	1.2	7542
SRX7079184	Neural	Meningioma					0	0	1	20905859	60.8	6.7	19733
SRX7079186	Neural	Meningioma					0	0	1	79798124	69.7	7.9	32748
SRX7079188	Neural	Meningioma					0	0	1	36597556	67.8	5.4	31151
SRX7079190	Neural	Meningioma					0	0	1	81345455	66.3	17.0	14178
SRX7079192	Neural	Meningioma					0	0	1	5968440	51.4	1.8	6892
SRX7079194	Neural	Meningioma					0	0	1	52030816	53.7	4.5	24992
SRX7079196	Neural	Meningioma					0	0	1	16416642	52.6	6.1	12991
SRX7079198	Neural	Meningioma					0	0	1	22902565	56.9	8.2	19283
SRX7079200	Neural	Meningioma					0	0	1	14523280	61.3	7.1	8144
SRX7079202	Neural	Meningioma					0	0	1	11038367	52.7	1.1	6962
SRX7079204	Neural	Meningioma					0	0	1	121748958	59.2	23.9	49483
SRX7079206	Neural	Meningioma					0	0	1	41116677	69.9	10.1	31723
SRX7079208	Neural	Meningioma					0	0	1	31677807	67.8	17.5	25933
SRX7079210	Neural	Meningioma					0	0	1	15991289	54.9	1.7	4150
SRX7079212	Neural	Meningioma					0	0	1	58405189	72.5	17.9	22662
SRX7079214	Neural	Meningioma					0	0	1	13763721	62.6	21.2	1687
SRX7079216	Neural	Meningioma					0	0	1	14522086	59.3	3.6	12984
SRX7079218	Neural	Meningioma					0	0	1	17939873	61.4	6.1	16897
SRX7079220	Neural	Meningioma					0	0	1	7286798	50.5	2.3	6324
SRX7079222	Neural	Meningioma					0	0	1	58896730	56.5	32.6	23019
SRX7079224	Neural	Meningioma					0	0	1	35457845	63.9	19.3	15482
SRX7079226	Neural	Meningioma					0	0	1	59854651	67.4	39.0	20073
SRX7079228	Neural	Meningioma					0	0	1	87686709	55.4	31.5	32733
SRX7079230	Neural	Meningioma					0	0	1	71808232	63.2	52.0	15191
SRX7083350	Others	Oral epithelial					0	0	1	24226164	53.2	2.5	3686
SRX7083351	Others	Oral epithelial					0	0	1	26414507	50.6	1.9	3277
SRX7083352	Others	Oral epithelial					0	0	1	30454662	56.0	2.8	7854
SRX7083396	Blood	RAMOS	CVCL_0597	ACH-001636	Lymphoid	Burkitt Lymphoma	1	0	1	36845139	94.7	13.1	32694
SRX7089150	Breast	Breast epithelium					0	0	1	32013717	97.7	3.8	21010
SRX7089151	Breast	Breast epithelium					0	0	1	95109658	96.4	11.6	28546
SRX7089176	Digestive tract	Gastroesophageal sphincter					0	0	1	38913211	96.5	7.3	35311
SRX7089177	Digestive tract	Gastroesophageal sphincter					0	0	1	32150824	96.4	5.3	31396
SRX7089200	Cardiovascular	Right atrium auricular region					0	0	1	33251360	98.0	3.3	1549
SRX7089201	Cardiovascular	Right atrium auricular region					0	0	1	41255993	94.7	4.3	30088
SRX7089271	Digestive tract	Colon, Sigmoid					0	0	1	36088441	95.6	5.9	35074
SRX7089272	Digestive tract	Colon, Sigmoid					0	0	1	55272765	95.6	7.2	42275
SRX7089289	Prostate	Prostate gland					0	0	1	35489606	95.8	4.3	12017
SRX7089290	Prostate	Prostate gland					0	0	1	17017083	98.3	3.2	7228
SRX7089291	Prostate	Prostate gland					0	0	1	26031291	96.9	2.7	14402
SRX7089292	Prostate	Prostate gland					0	0	1	17062315	98.4	2.7	11256
SRX7089308	Epidermis	Suprapubic skin					0	0	1	42082886	95.6	6.2	18634
SRX7089309	Epidermis	Suprapubic skin					0	0	1	35039227	95.8	7.0	21424
SRX7089310	Cardiovascular	Tibial Arteries					0	0	1	13376647	96.8	2.7	17469
SRX7089311	Cardiovascular	Tibial Arteries					0	0	1	21722098	97.1	3.9	24619
SRX7089320	Others	Spleen					0	0	1	52388124	98.9	16.2	42459
SRX7089321	Others	Spleen					0	0	1	12236965	99.2	6.1	19433
SRX7089322	Others	Spleen					0	0	1	23550342	96.5	5.0	23839
SRX7089323	Others	Spleen					0	0	1	41945011	96.4	7.0	30700
SRX7089326	Blood	Peyers Patches					0	0	1	37238675	96.5	5.0	29345
SRX7089327	Blood	Peyers Patches					0	0	1	23736746	97.0	5.3	22306
SRX7089333	Digestive tract	Esophagus squamous epithelium					0	0	1	35644627	98.4	6.0	23195
SRX7089334	Digestive tract	Esophagus squamous epithelium					0	0	1	21160477	98.0	6.3	17937
SRX7089335	Digestive tract	Stomach					0	0	1	12780532	97.4	2.3	16300
SRX7089336	Digestive tract	Stomach					0	0	1	43530314	96.3	7.1	36054
SRX7089350	Lung	Lung					0	0	1	30973804	96.4	3.5	17948
SRX7089351	Lung	Lung					0	0	1	28274073	96.7	3.1	13157
SRX7089368	Neural	Tibial Nerve					0	0	1	34693611	94.1	7.3	25305
SRX7089369	Neural	Tibial Nerve					0	0	1	32811666	95.8	7.5	25091
SRX7089370	Neural	Tibial Nerve					0	0	1	36334148	90.7	8.3	28599
SRX7089373	Digestive tract	Esophagus muscularis mucosa					0	0	1	59920257	98.0	9.6	45197
SRX7089374	Digestive tract	Esophagus muscularis mucosa					0	0	1	21054640	96.7	4.1	25978
SRX710478	Blood	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia	1	1	1	12060659	98.7	7.0	16854
SRX710479	Blood	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia	1	1	1	14742506	98.9	5.9	22235
SRX7106666	Pluripotent stem cell	iPSC derived neural cells					0	0	1	25259114	98.2	4.1	34882
SRX7106670	Pluripotent stem cell	iPSC derived neural cells					0	0	1	22932060	98.3	4.8	37054
SRX7106675	Pluripotent stem cell	iPSC derived neural cells					0	0	1	26213193	97.8	5.1	42390
SRX712804	Epidermis	A-375	CVCL_0132	ACH-000219	Skin	Melanoma	1	1	1	9177844	93.4	5.5	38982
SRX7135412	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	15940690	98.3	6.0	24988
SRX7135413	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	19845476	98.2	6.2	28262
SRX7135414	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	20805778	97.8	6.6	26840
SRX7135415	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	27734381	95.1	12.3	24697
SRX7157532	Pancreas	T3M-4	CVCL_4056	ACH-000085	Pancreas	Pancreatic Adenocarcinoma	1	1	1	27160426	95.5	4.7	47786
SRX7157534	Pancreas	KLM-1	CVCL_5146	ACH-001101	Pancreas	Pancreatic Adenocarcinoma	0	0	1	35029232	96.5	6.0	53720
SRX7157628	Pluripotent stem cell	hESC derived endodermal cells					0	0	1	17045616	95.8	1.9	6301
SRX7157629	Pluripotent stem cell	hESC derived endodermal cells					0	0	1	14761912	95.7	1.0	7646
SRX7157631	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	26085437	95.9	1.8	2413
SRX7157632	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	28341299	81.3	23.4	5471
SRX7157634	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	151275199	81.4	37.0	22841
SRX7157636	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	14535657	95.2	2.3	19651
SRX7157637	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	45584018	99.2	4.8	39295
SRX7157639	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	12128067	95.2	1.7	5541
SRX7157640	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	13191643	95.5	1.7	6800
SRX7157642	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	14807031	95.8	2.2	5795
SRX7157643	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	13544971	95.2	1.3	3369
SRX7157644	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	22848842	98.8	2.3	19294
SRX7157645	Pluripotent stem cell	hESC derived pancreatic cells					0	0	1	22197382	98.9	1.9	14525
SRX716561	Neural	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma	1	1	1	117537149	90.8	27.7	104328
SRX716562	Neural	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma	1	1	1	117962221	91.2	26.4	102272
SRX717853	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	31819639	98.7	16.1	51615
SRX717854	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	25633768	98.4	16.5	40441
SRX718118	Bone	SKMNC					0	0	1	12307142	99.8	2.2	10594
SRX718125	Bone	SKMNC					0	0	1	13980408	99.2	1.8	18750
SRX718127	Bone	SKMNC					0	0	1	18209359	99.3	0.8	5906
SRX718134	Bone	SKMNC					0	0	1	17463804	99.8	0.5	1953
SRX718136	Bone	SKMNC					0	0	1	13330136	99.8	1.1	27594
SRX718143	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	20491468	99.7	1.6	16972
SRX718150	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	8369460	99.8	0.9	4573
SRX718151	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	22308887	99.2	0.2	17574
SRX718153	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	10272683	99.8	0.8	4215
SRX718154	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	24291124	99.2	0.2	56844
SRX7182562	Liver	Hepatic Stellate Cells					0	0	1	22767151	95.6	12.2	52772
SRX7182563	Liver	Hepatic Stellate Cells					0	0	1	21927536	95.1	19.6	46879
SRX7198481	Others	Urothelial cell carcinoma					0	0	1	31715619	85.9	37.5	23740
SRX7198482	Others	Urothelial cell carcinoma					0	0	1	41918507	67.2	57.1	13775
SRX7198483	Others	Bladder micropapillary carcinoma					0	0	1	51613279	76.6	43.0	17716
SRX7198484	Breast	Breast cancer cells					0	0	1	24205765	93.6	18.9	10193
SRX7198485	Epidermis	Melanoma					0	0	1	43175777	90.0	38.0	25908
SRX7198486	Epidermis	Melanoma					0	0	1	37263990	82.6	46.0	21217
SRX7198487	Epidermis	Melanoma					0	0	1	28885332	90.1	30.7	9588
SRX7198488	Gonad	Seminoma					0	0	1	31901524	93.9	22.1	16315
SRX7198489	Gonad	Seminoma					0	0	1	42478271	84.8	33.8	5845
SRX7198490	Gonad	Seminoma					0	0	1	20389342	95.8	14.5	3472
SRX7213167	Blood	CCRF-CEM	CVCL_0207	ACH-001738	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	0	0	0	71606177	0.0	0.0	0
