srx	cell	cvcl	model_id	lineage	subtype
SRX7635190	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7635191	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7635192	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7635193	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7635194	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7635195	NCI-H3122	CVCL_5160	ACH-000337	Lung	Lung Adenocarcinoma
SRX7643936	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX7644309	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX7646662	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7646663	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7668908	SNU-16	CVCL_0076	ACH-000581	Esophagus/Stomach	Stomach Adenocarcinoma
SRX7701174	HEL 92.1.7	CVCL_2481	ACH-000005	Myeloid	Acute Myeloid Leukemia
SRX7701176	HEL 92.1.7	CVCL_2481	ACH-000005	Myeloid	Acute Myeloid Leukemia
SRX7701205	NCI-H1963	CVCL_1510	ACH-000729	Lung	Small Cell Lung Cancer
SRX7701207	NCI-H2171	CVCL_1536	ACH-000525	Lung	Small Cell Lung Cancer
SRX7701209	NCI-H1963	CVCL_1510	ACH-000729	Lung	Small Cell Lung Cancer
SRX7701210	NCI-H1963	CVCL_1510	ACH-000729	Lung	Small Cell Lung Cancer
SRX7701211	NCI-H1963	CVCL_1510	ACH-000729	Lung	Small Cell Lung Cancer
SRX7713633	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7713634	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7713635	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7713636	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX7785393	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX7785398	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX7785403	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX7785415	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX7798951	NCI-H929	CVCL_1600	ACH-000050	Lymphoid	Plasma Cell Myeloma
SRX7798953	JJN-3	CVCL_2078	ACH-000653	Lymphoid	Plasma Cell Myeloma
SRX7798955	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX7798963	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma
SRX7798965	RPMI 8226	CVCL_0014	ACH-000817	Lymphoid	Plasma Cell Myeloma
SRX7809336	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7809337	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7809338	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7809339	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX7897892	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX7897893	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX7897939	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7897940	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7897941	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX7902024	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX7902025	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX7902026	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX7902039	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma
SRX7959034	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX7959035	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX7959036	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX7959850	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8002111	SKM-1	CVCL_0098	ACH-000373	Myeloid	Acute Myeloid Leukemia
SRX8023376	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX8023377	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX8023378	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX8023379	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX8068084	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma
SRX8068085	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma
SRX8068090	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma
SRX8068091	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma
SRX8068139	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068140	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068141	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068142	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068143	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068144	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068149	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8068150	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX8083089	CAMA-1	CVCL_1115	ACH-000783	Breast	Breast Invasive Lobular Carcinoma
SRX8083090	CAMA-1	CVCL_1115	ACH-000783	Breast	Breast Invasive Lobular Carcinoma
SRX8094345	M-07e	CVCL_2106	ACH-000602	Myeloid	Acute Megakaryoblastic Leukemia
SRX8094346	M-07e	CVCL_2106	ACH-000602	Myeloid	Acute Megakaryoblastic Leukemia
SRX8094347	M-07e	CVCL_2106	ACH-000602	Myeloid	Acute Megakaryoblastic Leukemia
SRX8094354	M-07e	CVCL_2106	ACH-000602	Myeloid	Acute Megakaryoblastic Leukemia
SRX8094356	M-07e	CVCL_2106	ACH-000602	Myeloid	Acute Megakaryoblastic Leukemia
SRX8149401	KMS-27	CVCL_2993	ACH-000576	Lymphoid	Plasma Cell Myeloma
SRX8149402	KMS-27	CVCL_2993	ACH-000576	Lymphoid	Plasma Cell Myeloma
SRX8149403	KMS-27	CVCL_2993	ACH-000576	Lymphoid	Plasma Cell Myeloma
SRX8149404	KMS-27	CVCL_2993	ACH-000576	Lymphoid	Plasma Cell Myeloma
SRX8158058	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8158059	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8213854	SK-LMS-1	CVCL_0628	ACH-000145	Soft Tissue	Leiomyosarcoma
SRX8213855	SK-LMS-1	CVCL_0628	ACH-000145	Soft Tissue	Leiomyosarcoma
SRX8218238	CAL 27	CVCL_1107	ACH-000832	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX8218244	CAL 27	CVCL_1107	ACH-000832	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX8218250	CAL 27	CVCL_1107	ACH-000832	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX8218256	Detroit 562	CVCL_1171	ACH-000207	Head and Neck	Oropharynx Squamous Cell Carcinoma
SRX8218262	Detroit 562	CVCL_1171	ACH-000207	Head and Neck	Oropharynx Squamous Cell Carcinoma
SRX8218268	Detroit 562	CVCL_1171	ACH-000207	Head and Neck	Oropharynx Squamous Cell Carcinoma
SRX8218274	Detroit 562	CVCL_1171	ACH-000207	Head and Neck	Oropharynx Squamous Cell Carcinoma
SRX825364	Capan-1	CVCL_0237	ACH-000354	Pancreas	Pancreatic Adenocarcinoma
SRX825368	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX825369	PANC-1	CVCL_0480	ACH-000164	Pancreas	Pancreatic Adenocarcinoma
SRX8257606	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8257607	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8257608	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8257609	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8257610	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8257611	HEC-1-B	CVCL_0294	ACH-000941	Uterus	Endometrial Carcinoma
SRX8326231	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8326232	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8326233	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8336399	SUP-T1	CVCL_1714	ACH-000953	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8336400	SUP-T1	CVCL_1714	ACH-000953	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8336404	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8336405	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8336409	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8336410	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX8375991	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX8375992	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX8377169	NCI-H1048	CVCL_1453	ACH-000866	Lung	Small Cell Lung Cancer
SRX8377171	NCI-H1092	CVCL_1454	ACH-000514	Lung	Small Cell Lung Cancer
SRX8377175	NCI-H211	CVCL_1529	ACH-000639	Lung	Small Cell Lung Cancer
SRX8377177	NCI-H2171	CVCL_1536	ACH-000525	Lung	Small Cell Lung Cancer
SRX8377181	NCI-H510	CVCL_1565	ACH-000871	Lung	Small Cell Lung Cancer
SRX8377183	NCI-H524	CVCL_1568	ACH-000816	Lung	Small Cell Lung Cancer
SRX8377185	NCI-H526	CVCL_1569	ACH-000767	Lung	Small Cell Lung Cancer
SRX8377187	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer
SRX8377189	NCI-H82	CVCL_1591	ACH-000355	Lung	Small Cell Lung Cancer
SRX8377190	NCI-H889	CVCL_1598	ACH-000297	Lung	Small Cell Lung Cancer
SRX8377207	NCI-H889	CVCL_1598	ACH-000297	Lung	Small Cell Lung Cancer
SRX8377209	NCI-H889	CVCL_1598	ACH-000297	Lung	Small Cell Lung Cancer
SRX8377211	NCI-H889	CVCL_1598	ACH-000297	Lung	Small Cell Lung Cancer
SRX8377224	COR-L279	CVCL_1140	ACH-000257	Lung	Small Cell Lung Cancer
SRX8377226	DMS 273	CVCL_1176	ACH-000749	Lung	Small Cell Lung Cancer
SRX8377227	NCI-H1105	CVCL_1455	ACH-000780	Lung	Small Cell Lung Cancer
SRX8377228	NCI-H146	CVCL_1473	ACH-000506	Lung	Small Cell Lung Cancer
SRX8377229	NCI-H1694	CVCL_1489	ACH-000431	Lung	Small Cell Lung Cancer
SRX8377230	NCI-H1836	CVCL_1498	ACH-000559	Lung	Small Cell Lung Cancer
SRX8377232	NCI-H2029	CVCL_1516	ACH-000298	Lung	Small Cell Lung Cancer
SRX8377233	NCI-H2066	CVCL_1520	ACH-000727	Lung	Small Cell Lung Cancer
SRX8377234	NCI-H2171	CVCL_1536	ACH-000525	Lung	Small Cell Lung Cancer
SRX8377235	NCI-H446	CVCL_1562	ACH-000800	Lung	Small Cell Lung Cancer
SRX8377236	NCI-H524	CVCL_1568	ACH-000816	Lung	Small Cell Lung Cancer
SRX8377237	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer
SRX8377238	SHP-77	CVCL_1693	ACH-000790	Lung	Small Cell Lung Cancer
SRX8474754	KNS-42	CVCL_0378	ACH-000622	CNS/Brain	Glioblastoma
SRX8474755	KNS-42	CVCL_0378	ACH-000622	CNS/Brain	Glioblastoma
SRX8474757	KNS-42	CVCL_0378	ACH-000622	CNS/Brain	Glioblastoma
SRX849370	MOLM-14	CVCL_7916	ACH-001574	Myeloid	Acute Myeloid Leukemia
SRX849386	MOLM-14	CVCL_7916	ACH-001574	Myeloid	Acute Myeloid Leukemia
SRX849388	MOLM-14	CVCL_7916	ACH-001574	Myeloid	Acute Myeloid Leukemia
SRX849390	MOLM-14	CVCL_7916	ACH-001574	Myeloid	Acute Myeloid Leukemia
SRX849392	MOLM-14	CVCL_7916	ACH-001574	Myeloid	Acute Myeloid Leukemia
SRX849398	SET-2	CVCL_2187	ACH-000195	Myeloid	Acute Megakaryoblastic Leukemia
SRX849402	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX8497238	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX850180	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX850182	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX850184	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX850186	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX8504276	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504277	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504278	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504280	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504281	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504290	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8504291	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX8517998	KHYG-1	CVCL_2976	ACH-001100	Lymphoid	Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)
SRX8537754	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX8537755	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX8537756	MDA-MB-134-VI	CVCL_0617	ACH-000044	Breast	Breast Invasive Lobular Carcinoma
SRX8537757	MDA-MB-134-VI	CVCL_0617	ACH-000044	Breast	Breast Invasive Lobular Carcinoma
SRX8537758	SUM 44PE	CVCL_3424	ACH-001395	Breast	Breast Invasive Lobular Carcinoma
SRX8537759	SUM 44PE	CVCL_3424	ACH-001395	Breast	Breast Invasive Lobular Carcinoma
SRX8537760	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX8537761	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX8537762	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX8537763	MDA-MB-134-VI	CVCL_0617	ACH-000044	Breast	Breast Invasive Lobular Carcinoma
SRX8537764	SUM 44PE	CVCL_3424	ACH-001395	Breast	Breast Invasive Lobular Carcinoma
SRX8537765	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX8566547	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX8566548	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX8588595	KURAMOCHI	CVCL_1345	ACH-000524	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX8617900	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX8617901	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX865415	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma
SRX865416	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma
SRX866611	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX8673473	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673477	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673480	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673483	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673487	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673490	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673497	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8673499	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma
SRX8699641	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX8722277	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722278	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722279	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722280	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722281	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722282	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722283	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722284	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722285	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722286	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722287	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722288	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722289	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722290	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722291	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722292	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722293	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8722294	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8807154	UCSD-AML1	CVCL_1853	ACH-001684	Myeloid	Acute Myeloid Leukemia
SRX8807155	UCSD-AML1	CVCL_1853	ACH-001684	Myeloid	Acute Myeloid Leukemia
SRX8807162	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX8807163	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX8814916	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8814917	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8814918	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8814919	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8823213	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX8827522	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827523	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827524	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827525	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827526	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827549	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827550	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827551	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827552	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827553	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827554	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8827561	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX8831617	KYSE-180	CVCL_1349	ACH-000693	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma
SRX8848848	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX8848849	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX8848850	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX8848851	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8848852	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX8848853	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX8848854	SF268	CVCL_1689	ACH-000655	CNS/Brain	Astrocytoma
SRX8848855	SF-295	CVCL_1690	ACH-000376	CNS/Brain	Glioblastoma
SRX8848856	SF539	CVCL_1691	ACH-000273	CNS/Brain	Gliosarcoma
SRX8848858	SNB-75	CVCL_1706	ACH-000504	CNS/Brain	Glioblastoma
SRX8848859	U-251 MG	CVCL_0021	ACH-000232	CNS/Brain	Astrocytoma
SRX8848862	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX8848911	HCT-15	CVCL_0292	ACH-000997	Bowel	Colon Adenocarcinoma
SRX8848912	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX8848913	KM-12	CVCL_1331	ACH-000969	Bowel	Colon Adenocarcinoma
SRX8848914	SW 620	CVCL_0547	ACH-000651	Bowel	Colon Adenocarcinoma
SRX8848915	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX8848916	EKVX	CVCL_1195	ACH-000706	Lung	Lung Adenocarcinoma
SRX8848917	HOP-62	CVCL_1285	ACH-000861	Lung	Lung Adenocarcinoma
SRX8848919	NCI-H226	CVCL_1544	ACH-000367	Pleura	Pleural Mesothelioma, Epithelioid Type
SRX8848920	NCI-H23	CVCL_1547	ACH-000900	Lung	Lung Adenocarcinoma
SRX8848922	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX8848926	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX8848928	RPMI 8226	CVCL_0014	ACH-000817	Lymphoid	Plasma Cell Myeloma
SRX8848929	SR	CVCL_1711	ACH-000338	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive
SRX8848930	LOX-IMVI	CVCL_1381	ACH-000750	Skin	Melanoma
SRX8848934	SK-MEL-2	CVCL_0069	ACH-001190	Skin	Melanoma
SRX8848960	SK-MEL-5	CVCL_0527	ACH-000730	Skin	Cutaneous Melanoma
SRX8848961	UACC-257	CVCL_1779	ACH-000579	Skin	Melanoma
SRX8848963	IGROV-1	CVCL_1304	ACH-000966	Ovary/Fallopian Tube	Endometrioid Ovarian Cancer
SRX8848965	OVCAR-3	CVCL_0465	ACH-000001	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX8848966	OVCAR-4	CVCL_1627	ACH-000617	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX8848967	OVCAR-5	CVCL_1628	ACH-001151	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX8848968	OVCAR-8	CVCL_1629	ACH-000696	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer
SRX8848969	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX8848970	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma
SRX8848971	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX8848972	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX8848974	ACHN	CVCL_1067	ACH-000046	Kidney	Papillary Renal Cell Carcinoma
SRX8848975	Caki-1	CVCL_0234	ACH-000433	Kidney	Renal Clear Cell Carcinoma
SRX8868923	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX8868925	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX8868927	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX8868928	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX8868932	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX8886207	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886208	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886209	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886210	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886211	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886212	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886213	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8886214	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX8887744	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
