srx	cell	cvcl	model_id	lineage	subtype
SRX14613012	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX14647685	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX14647686	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX14713157	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX14713158	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX1471741	SK-MEL-5	CVCL_0527	ACH-000730	Skin	Cutaneous Melanoma
SRX1474427	OCUM-1	CVCL_3084	ACH-000247	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX1474433	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX1474436	SNU-16	CVCL_0076	ACH-000581	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1474438	KATO III	CVCL_0371	ACH-000793	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach
SRX1474447	RERF-GC-1B	CVCL_3152	ACH-000144	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1474450	MKN-7	CVCL_1417	ACH-000678	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX1474461	IM-95	CVCL_2961	ACH-000919	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1474515	FU97	CVCL_2908	ACH-000633	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX14776028	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776029	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776030	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776031	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776032	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776033	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776035	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776036	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776037	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776038	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776039	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776040	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14776041	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX14869346	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX14869347	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX14869353	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX14869354	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX14888586	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX1491495	OCUM-1	CVCL_3084	ACH-000247	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX1491501	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX1491504	SNU-16	CVCL_0076	ACH-000581	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1491506	KATO III	CVCL_0371	ACH-000793	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach
SRX1491515	RERF-GC-1B	CVCL_3152	ACH-000144	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1491518	MKN-7	CVCL_1417	ACH-000678	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX1491529	IM-95	CVCL_2961	ACH-000919	Esophagus/Stomach	Stomach Adenocarcinoma
SRX1491584	FU97	CVCL_2908	ACH-000633	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX1497387	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma
SRX1497397	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma
SRX14977633	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977634	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977635	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977636	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977637	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977638	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977639	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977640	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977641	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977642	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977643	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977644	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977645	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977646	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977647	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX14977648	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX15117369	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX15117373	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX15117377	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX15117381	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX15156435	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156436	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156437	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156439	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156440	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156441	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156443	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156444	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156445	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15156459	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156460	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156461	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156463	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156464	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156465	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156467	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156468	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX15156469	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX152074	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX152075	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX15209551	KP-2	CVCL_3004	ACH-000281	Pancreas	Pancreatic Adenocarcinoma
SRX15209552	KP4	CVCL_1338	ACH-000265	Pancreas	Pancreatic Adenocarcinoma
SRX15209555	T3M-4	CVCL_4056	ACH-000085	Pancreas	Pancreatic Adenocarcinoma
SRX15209557	AsPC-1	CVCL_0152	ACH-000222	Pancreas	Pancreatic Adenocarcinoma
SRX15209559	Panc 04.03	CVCL_1636	ACH-000235	Pancreas	Pancreatic Adenocarcinoma
SRX15209560	SUIT-2	CVCL_3172	ACH-000652	Pancreas	Pancreatic Adenocarcinoma
SRX15213680	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX15213682	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX15213692	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX15213694	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX15213700	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX1522032	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX15236001	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX15236002	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma
SRX15236004	CAL-85-1	CVCL_1114	ACH-000857	Breast	Breast Invasive Ductal Carcinoma
SRX15236005	DU4475	CVCL_1183	ACH-000258	Breast	Invasive Breast Carcinoma
SRX15236008	HCC1143	CVCL_1245	ACH-000374	Breast	Breast Invasive Ductal Carcinoma
SRX15236009	HCC1187	CVCL_1247	ACH-000111	Breast	Breast Invasive Ductal Carcinoma
SRX15236010	HCC1395	CVCL_1249	ACH-000699	Breast	Breast Invasive Ductal Carcinoma
SRX15236011	HCC1569	CVCL_1255	ACH-000930	Breast	Breast Invasive Ductal Carcinoma
SRX15236012	HCC1806	CVCL_1258	ACH-000624	Breast	Breast Ductal Carcinoma In Situ
SRX15236013	HCC1937	CVCL_0290	ACH-000223	Breast	Breast Invasive Ductal Carcinoma
SRX15236016	HCC38	CVCL_1267	ACH-000276	Breast	Breast Invasive Ductal Carcinoma
SRX15236025	HCC70	CVCL_1270	ACH-000668	Breast	Breast Invasive Ductal Carcinoma
SRX15236026	HDQ-P1	CVCL_2067	ACH-000643	Breast	Breast Invasive Ductal Carcinoma
SRX15236027	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX15236028	MDA-MB-157	CVCL_0618	ACH-000621	Breast	Breast Invasive Ductal Carcinoma
SRX15236029	MDA-MB-436	CVCL_0623	ACH-000573	Breast	Breast Invasive Carcinoma, NOS
SRX15236030	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX15241330	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15241331	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15241332	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX15241333	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX1528522	CHP-134	CVCL_1124	ACH-001338	Peripheral Nervous System	Neuroblastoma
SRX1528523	CHP-134	CVCL_1124	ACH-001338	Peripheral Nervous System	Neuroblastoma
SRX1528524	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX1528527	HCC827	CVCL_2063	ACH-000012	Lung	Lung Adenocarcinoma
SRX1528528	Loucy	CVCL_1380	ACH-000104	Lymphoid	Early T-Cell Precursor Lymphoblastic Leukemia
SRX1528531	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX1528532	NB-1643	CVCL_5627	ACH-001303	Peripheral Nervous System	Neuroblastoma
SRX1528533	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX1528534	P12-ICHIKAWA	CVCL_1630	ACH-000372	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX1528536	PF-382	CVCL_1641	ACH-000937	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX1528537	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX1528538	SK-N-AS	CVCL_1700	ACH-000260	Peripheral Nervous System	Neuroblastoma
SRX15295432	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295434	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295436	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295438	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295440	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295442	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295444	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295446	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295448	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15295450	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX15303685	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX15303686	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX15303690	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX15303691	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX153146	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX153150	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX15387308	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX15387309	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX15387311	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX1538774	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538775	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538776	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538777	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538778	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538779	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538780	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538781	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538782	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1538783	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX15408727	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX15408728	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX15419261	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX15419262	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX15489715	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX15489716	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX15489718	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX1560894	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX1568603	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1568604	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma
SRX15697790	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15783127	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX15783128	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX15783129	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX15783130	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX15806796	PLC/PRF/5	CVCL_0485	ACH-001318	Liver	Hepatocellular Carcinoma
SRX15826254	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX15826255	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX15826262	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX15826263	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX15913539	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913540	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913541	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913542	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913543	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913544	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913545	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX15913546	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX1592614	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX1592615	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX1592616	HCC1954	CVCL_1259	ACH-000859	Breast	Breast Ductal Carcinoma In Situ
SRX1592617	HCC1954	CVCL_1259	ACH-000859	Breast	Breast Ductal Carcinoma In Situ
SRX15939712	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX15939713	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX15939714	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX15939715	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX1594201	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1594202	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1594203	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1594204	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1594215	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX1594216	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma
SRX15946408	MDA-MB-453	CVCL_0418	ACH-000910	Breast	Invasive Breast Carcinoma
SRX15946672	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX15946679	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX15946680	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX15946681	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX15946682	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX1605576	MKN-45	CVCL_0434	ACH-000356	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX16142148	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX16142149	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX16142159	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX16142160	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX16142170	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX16308589	PLC/PRF/5	CVCL_0485	ACH-001318	Liver	Hepatocellular Carcinoma
SRX16322842	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX16322843	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX16347848	NCI-H211	CVCL_1529	ACH-000639	Lung	Small Cell Lung Cancer
SRX16495452	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495453	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495563	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495564	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495590	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495591	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495602	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495603	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495651	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495652	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495691	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495692	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495798	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16495799	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16496853	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16496855	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16497624	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16497625	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16498388	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16498389	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16498421	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500141	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500142	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500254	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500255	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500289	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500290	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500308	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500309	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500389	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16500390	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX16694166	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX16694167	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX16694170	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX16694171	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX16739007	NCI-H446	CVCL_1562	ACH-000800	Lung	Small Cell Lung Cancer
SRX16739008	NCI-H446	CVCL_1562	ACH-000800	Lung	Small Cell Lung Cancer
SRX16791302	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791303	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791304	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791305	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791307	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791308	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16791309	VAL	CVCL_1819	ACH-001703	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX16811469	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX1690208	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX1690211	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma
SRX1694151	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17010400	JJN-3	CVCL_2078	ACH-000653	Lymphoid	Plasma Cell Myeloma
SRX17024202	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX17024203	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX17024208	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX17024212	NCI-H2087	CVCL_1524	ACH-000841	Lung	Lung Adenocarcinoma
SRX17024216	NCI-H2030	CVCL_1517	ACH-000521	Lung	Lung Adenocarcinoma
SRX17033741	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX17033742	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX17083218	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17083219	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17083220	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
