srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX1734377	GSM2135704	H3K27ac (@ 22Rv1)	Prostate	22Rv1	prostate cancer cells	H3K27Ac(ab4729,abcam)
SRX1734378	GSM2135705	H3K27ac (@ 22Rv1)	Prostate	22Rv1	prostate cancer cells	H3K27Ac(ab4729,abcam)
SRX17794426	GSM6615525	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794427	GSM6615526	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794428	GSM6615527	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794429	GSM6615528	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794430	GSM6615529	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794431	GSM6615530	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794432	GSM6615531	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX17794433	GSM6615532	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX18799677	GSM6857372	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX18799678	GSM6857373	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX18799685	GSM6857374	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX2017940	GSM2277162	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX2017941	GSM2277163	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX22162330	GSM7852517	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162331	GSM7852518	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162332	GSM7852519	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162333	GSM7852520	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162334	GSM7852521	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162335	GSM7852522	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162336	GSM7852523	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162337	GSM7852524	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162338	GSM7852525	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162339	GSM7852526	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162340	GSM7852527	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162341	GSM7852528	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162360	GSM7852529	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162361	GSM7852530	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162362	GSM7852531	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX22162363	GSM7852532	H3K27ac (@ 22Rv1)	Prostate	22Rv1	CWR22 xenograft derived human prostate carcinoma epithelial cell line	H3K27ac (Active Motif, 39133)
SRX2379026	GSM2407516	H3K27ac (@ 22Rv1)	Prostate	22Rv1	prostate cancer cells	H3K27Ac(ab4729,abcam)
SRX2379027	GSM2407517	H3K27ac (@ 22Rv1)	Prostate	22Rv1	prostate cancer cells	H3K27Ac(ab4729,abcam)
SRX3322469	GSM2827407	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX3322470	GSM2827408	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX3323029	GSM2828934	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX3323030	GSM2828935	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX9006854	GSM4746076	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX9006855	GSM4746077	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX9006856	GSM4746078	H3K27ac (@ 22Rv1)	Prostate	22Rv1		
SRX7902024	GSM4408782	H3K27ac (@ 22Rv1)	Prostate	22Rv1 cells		
SRX7902025	GSM4408783	H3K27ac (@ 22Rv1)	Prostate	22Rv1 cells		
SRX7902026	GSM4408784	H3K27ac (@ 22Rv1)	Prostate	22Rv1 cells		
SRX13614191	GSM5772717	H3K27ac (@ Prostatic Neoplasms, Castration-Resistant)	Prostate		AR-positive CRPC cells	AcH3K27 (abcam 177178)
SRX16349636	GSM6355451	H3K27ac (@ C4-2)	Prostate	C4-2		anti-H3K27ac
SRX24542017	GSM8264841	H3K27ac (@ C4-2)	Prostate	C4-2	Human prostate cancer cells	H3K27ac
SRX1183818	GSM1868872	H3K27ac (@ C4-2)	Prostate	C4-2B	human prostate cancer cell line	H3(acetyl K27) (Abcam; ab4729)
SRX1183819	GSM1868873	H3K27ac (@ C4-2)	Prostate	C4-2B	human prostate cancer cell line	H3(acetyl K27) (Abcam; ab4729)
SRX3322164	GSM2825930	H3K27ac (@ C4-2)	Prostate	C4-2B		
SRX3322165	GSM2825931	H3K27ac (@ C4-2)	Prostate	C4-2B		
SRX1613575	GSM2080913	H3K27ac (@ C4-2)	Prostate	C42B		
SRX1613576	GSM2080914	H3K27ac (@ C4-2)	Prostate	C42B		
SRX23813269	GSM8123051	H3K27ac (@ C4-2B)	Prostate	C42B	prostate cancer	H3K27ac (Diagenode, #c15410196)
SRX23813270	GSM8123052	H3K27ac (@ C4-2B)	Prostate	C42B	prostate cancer	H3K27ac (Diagenode, #c15410196)
SRX3001756	GSM2702220	H3K27ac (@ DU 145)	Prostate	DU-145		
SRX7556119	GSM4271306	H3K27ac (@ DU 145)	Prostate	DU-145	cancer cell	
SRX8848970	GSM4703857	H3K27ac (@ DU 145)	Prostate	DU-145	cancer cell	Anti-H3K27ac antibody (Abcam; ab4729)
SRX19295954	GSM7029495	H3K27ac (@ DU 145)	Prostate	DU145	prostate cancer	H3K27ac
SRX19295956	GSM7029497	H3K27ac (@ DU 145)	Prostate	DU145	prostate cancer	H3K27ac
SRX22643471	GSM7918240	H3K27ac (@ DU 145)	Prostate	DU145	prostate cancer	H3K27ac (ACTIVE MOTIF,#91193)
SRX4819698	GSM3424003	H3K27ac (@ DU 145)	Prostate	DU145	Metatstatic, Prostate cancer cells from Brain	
SRX7902039	GSM4408797	H3K27ac (@ DU 145)	Prostate	DU145 cells		
SRX8949801	GSM4728438	H3K27ac (@ EF1)	Prostate	EF1		H3K27ac
SRX957900	GSM1635574	H3K27ac (@ NCI-H358)	Prostate	H358		
SRX957901	GSM1635575	H3K27ac (@ NCI-H358)	Prostate	H358		
SRX8089700	GSM4462765	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089701	GSM4462766	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089702	GSM4462767	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089703	GSM4462768	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089704	GSM4462769	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089705	GSM4462770	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089706	GSM4462771	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089707	GSM4462772	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX8089708	GSM4462773	H3K27ac (@ LAPC-4)	Prostate	LAPC4		H3K27ac
SRX3159216	GSM2771573	H3K27ac (@ LNCAP)	Prostate	LNAR'		Abcam ab4729
SRX047075	GSM686937	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac
SRX047076	GSM686938	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac
SRX10045308	GSM5068234	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX10045309	GSM5068235	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX10045310	GSM5068236	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX10045311	GSM5068237	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX1308544	GSM1902615	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX15676167	GSM6234907	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (C15410196, Diagenode)
SRX15676168	GSM6234908	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (C15410196, Diagenode)
SRX15676169	GSM6234909	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (C15410196, Diagenode)
SRX15676170	GSM6234910	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (C15410196, Diagenode)
SRX19295955	GSM7029496	H3K27ac (@ LNCAP)	Prostate	LNCaP	prostate cancer	H3K27ac
SRX19295957	GSM7029498	H3K27ac (@ LNCAP)	Prostate	LNCaP	prostate cancer	H3K27ac
SRX2017930	GSM2277152	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX2017931	GSM2277153	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX21597554	GSM7300034	H3K27ac (@ LNCAP)	Prostate	LNCaP	human metastatic prostate cancer	H3K27ac Diagenode (Cat# C15410196)
SRX21597555	GSM7300035	H3K27ac (@ LNCAP)	Prostate	LNCaP	human metastatic prostate cancer	H3K27ac Diagenode (Cat# C15410196)
SRX21691130	GSM7767866	H3K27ac (@ LNCAP)	Prostate	LNCaP	metatatic castration resistant prostate cancer; AR-positive	H3K27Ac (Active Motif: 39336)
SRX21691131	GSM7767867	H3K27ac (@ LNCAP)	Prostate	LNCaP	metatatic castration resistant prostate cancer; AR-positive	H3K27Ac (Active Motif: 39336)
SRX21691136	GSM7767872	H3K27ac (@ LNCAP)	Prostate	LNCaP	metatatic castration resistant prostate cancer; AR-positive	H3K27Ac (Active Motif: 39336)
SRX21691137	GSM7767873	H3K27ac (@ LNCAP)	Prostate	LNCaP	metatatic castration resistant prostate cancer; AR-positive	H3K27Ac (Active Motif: 39336)
SRX23002844	GSM7989612	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002845	GSM7989613	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002846	GSM7989614	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002847	GSM7989615	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002848	GSM7989616	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002849	GSM7989617	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002850	GSM7989618	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002851	GSM7989619	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002852	GSM7989620	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX23002853	GSM7989621	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac: Diagenode 3C15410196
SRX3452547	GSM2879091	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac
SRX3452548	GSM2879092	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac
SRX367190	GSM1249447	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27Ac (Active Motif, 39133, Lot 213110044)
SRX367191	GSM1249448	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27Ac (Active Motif, 39133, Lot 213110044)
SRX4062887	GSM3138725	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX4062888	GSM3138726	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX4062889	GSM3138727	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX4062890	GSM3138728	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX4616056	GSM3358195	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27Ac (Active Motif, 39133, Lot 213110044)
SRX4616057	GSM3358196	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27Ac (Active Motif, 39133, Lot 213110044)
SRX5060899	GSM3488502	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (#39159, Active Motif)
SRX5060900	GSM3488503	H3K27ac (@ LNCAP)	Prostate	LNCaP		H3K27ac (#39159, Active Motif)
SRX6878599	GSM4087689	H3K27ac (@ LNCAP)	Prostate	LNCaP	metastatic human prostate cancer cell	H3K27Ac ( Diagenode, C15410196 )
SRX6878600	GSM4087690	H3K27ac (@ LNCAP)	Prostate	LNCaP	metastatic human prostate cancer cell	H3K27Ac ( Diagenode, C15410196 )
SRX6878601	GSM4087691	H3K27ac (@ LNCAP)	Prostate	LNCaP	metastatic human prostate cancer cell	H3K27Ac ( Diagenode, C15410196 )
SRX6878602	GSM4087692	H3K27ac (@ LNCAP)	Prostate	LNCaP	metastatic human prostate cancer cell	H3K27Ac ( Diagenode, C15410196 )
SRX8651216	GSM4648970	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651217	GSM4648971	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651224	GSM4648978	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651225	GSM4648979	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651232	GSM4648986	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651233	GSM4648987	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651240	GSM4648994	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX8651241	GSM4648995	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468677	GSM4890950	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468678	GSM4890951	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468679	GSM4890952	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468680	GSM4890953	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468681	GSM4890954	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468682	GSM4890955	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468683	GSM4890956	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468684	GSM4890957	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468685	GSM4890958	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468686	GSM4890959	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468687	GSM4890960	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX9468688	GSM4890961	H3K27ac (@ LNCAP)	Prostate	LNCaP		
SRX5290901	GSM3579300	H3K27ac (@ LNCAP)	Prostate	LNCaP Prostate Cancer Cells		H3K27ac
SRX5290902	GSM3579301	H3K27ac (@ LNCAP)	Prostate	LNCaP Prostate Cancer Cells		H3K27ac
SRX5290907	GSM3579306	H3K27ac (@ LNCAP)	Prostate	LNCaP Prostate Cancer Cells		H3K27ac
SRX5290908	GSM3579307	H3K27ac (@ LNCAP)	Prostate	LNCaP Prostate Cancer Cells		H3K27ac
SRX4518427	GSM3323539	H3K27ac (@ LNCAP)	Prostate	LNCaP-FGC prostate adenocarcinoma cancer cell line		H3K27Ac (Active Motif, Cat 39133)
SRX1166375	GSM1862985	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166376	GSM1862986	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166377	GSM1862987	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166378	GSM1862988	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166379	GSM1862989	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166380	GSM1862990	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166381	GSM1862991	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166382	GSM1862992	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166383	GSM1862993	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166384	GSM1862994	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166385	GSM1862995	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166386	GSM1862996	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166387	GSM1862997	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166388	GSM1862998	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166389	GSM1862999	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166390	GSM1863000	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166391	GSM1863001	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166392	GSM1863002	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166393	GSM1863003	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX1166394	GSM1863004	H3K27ac (@ LNCAP)	Prostate	LNCaP-abl		
SRX19766534	GSM7115925	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX19766535	GSM7115926	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX19766536	GSM7115927	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX19766537	GSM7115928	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX19766538	GSM7115929	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX19766539	GSM7115930	H3K27ac (@ LNCAP)	Prostate	LNCaP-clone FGC	Prostate adenocarcinoma cell line	H3K27ac (Abcam ab4729)
SRX18725442	GSM6845917	H3K27ac (@ LNCAP)	Prostate	LNCaP-tet-ARV7	Prostate Cancer Cell Line (generated from LNCaP)	
SRX18725443	GSM6845918	H3K27ac (@ LNCAP)	Prostate	LNCaP-tet-ARV7	Prostate Cancer Cell Line (generated from LNCaP)	
SRX18725444	GSM6845919	H3K27ac (@ LNCAP)	Prostate	LNCaP-tet-ARV7	Prostate Cancer Cell Line (generated from LNCaP)	
SRX18725445	GSM6845920	H3K27ac (@ LNCAP)	Prostate	LNCaP-tet-ARV7	Prostate Cancer Cell Line (generated from LNCaP)	
SRX3366959	GSM2842652	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX3366960	GSM2842653	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX3366961	GSM2842654	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX3366962	GSM2842655	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX3366963	GSM2842656	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX3366964	GSM2842657	H3K27ac (@ LNCAP)	Prostate	LNCaP95		
SRX5060901	GSM3488504	H3K27ac (@ LNCAP)	Prostate	LNCaP95		H3K27ac (#39159, Active Motif)
SRX5060902	GSM3488505	H3K27ac (@ LNCAP)	Prostate	LNCaP95		H3K27ac (#39159, Active Motif)
SRX5060903	GSM3488506	H3K27ac (@ LNCAP)	Prostate	LNCaP95		H3K27ac (#39159, Active Motif)
SRX5060904	GSM3488507	H3K27ac (@ LNCAP)	Prostate	LNCaP95		H3K27ac (#39159, Active Motif)
SRX5060905	GSM3488508	H3K27ac (@ LNCAP)	Prostate	LNCaP95		H3K27ac (#39159, Active Motif)
SRX8142297	GSM4486251	H3K27ac (@ LNCAP)	Prostate		LNCap cell line	
SRX8142298	GSM4486252	H3K27ac (@ LNCAP)	Prostate		LNCap cell line	
SRX8142319	GSM4486273	H3K27ac (@ LNCAP)	Prostate		LNCap cell line	
SRX8142320	GSM4486274	H3K27ac (@ LNCAP)	Prostate		LNCap cell line	
SRX3159217	GSM2771574	H3K27ac (@ LREX)	Prostate	LREX'		Abcam ab4729
SRX3159218	GSM2771575	H3K27ac (@ LREX)	Prostate	LREX'		Abcam ab4729
SRX23780473	GSM8117792	H3K27ac (@ LNCAP)	Prostate	LnCaP/AR	prostate cancer cell line	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX23780474	GSM8117793	H3K27ac (@ LNCAP)	Prostate	LnCaP/AR	prostate cancer cell line	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX23780475	GSM8117794	H3K27ac (@ LNCAP)	Prostate	LnCaP/AR	prostate cancer cell line	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX23780476	GSM8117795	H3K27ac (@ LNCAP)	Prostate	LnCaP/AR	prostate cancer cell line	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX8041955	GSM4447585	H3K27ac (@ MR42D)	Prostate	MR42D	prostate carcinoma cell line	H3K27Ac (Active Motif, 39133)
SRX8041956	GSM4447586	H3K27ac (@ MR42D)	Prostate	MR42D	prostate carcinoma cell line	H3K27Ac (Active Motif, 39133)
SRX10045318	GSM5068244	H3K27ac (@ PC-3)	Prostate	PC-3		
SRX10045319	GSM5068245	H3K27ac (@ PC-3)	Prostate	PC-3		
SRX2636581	GSM2534487	H3K27ac (@ PC-3)	Prostate	PC-3		
SRX2636582	GSM2534488	H3K27ac (@ PC-3)	Prostate	PC-3		
SRX7556120	GSM4271307	H3K27ac (@ PC-3)	Prostate	PC-3	cancer cell	
SRX8814916	GSM4693054	H3K27ac (@ PC-3)	Prostate	PC-3		Rabbit monoclonal anti-Acetyl Histone H3 (Lys27) Abcam Cat# ab4729, RRID:AB_2118291anti-STAT2 #72604S, Cell Signaling Technology
SRX8814917	GSM4693055	H3K27ac (@ PC-3)	Prostate	PC-3		Rabbit monoclonal anti-Acetyl Histone H3 (Lys27) Abcam Cat# ab4729, RRID:AB_2118291anti-STAT2 #72604S, Cell Signaling Technology
SRX8814918	GSM4693056	H3K27ac (@ PC-3)	Prostate	PC-3		Rabbit monoclonal anti-Acetyl Histone H3 (Lys27) Abcam Cat# ab4729, RRID:AB_2118291anti-STAT2 #72604S, Cell Signaling Technology
SRX8814919	GSM4693057	H3K27ac (@ PC-3)	Prostate	PC-3		Rabbit monoclonal anti-Acetyl Histone H3 (Lys27) Abcam Cat# ab4729, RRID:AB_2118291anti-STAT2 #72604S, Cell Signaling Technology
SRX8848971	GSM4703858	H3K27ac (@ PC-3)	Prostate	PC-3	cancer cell	Anti-H3K27ac antibody (Abcam; ab4729)
SRX20355965	GSM7350189	H3K27ac (@ PC-3)	Prostate	PC3	Prostate cancer cell line	H3K27AC, Millipore
SRX22643462	GSM7918231	H3K27ac (@ PC-3)	Prostate	PC3	prostate cancer	H3K27ac (ACTIVE MOTIF,#91193)
SRX539662	GSM1383871	H3K27ac (@ PC-3)	Prostate	PC3		H3K27Ac (#39297, Active Motif)
SRX5836721	GSM3768258	H3K27ac (@ PC-3)	Prostate		PC3 cells	H3K27ac (Abcam ab4729)
SRX539656	GSM1383865	H3K27ac (@ PrEC)	Prostate	PrEC		H3K27Ac (#39297, Active Motif)
SRX1583419	GSM2060768	H3K27ac (@ PrEC)	Prostate		Primary prostate epithelial cells. Cambrex Bio Science Cat. No. CC-2556	Active Motif Cat #39133
SRX20119003	GSM7233406	H3K27ac (@ R1-AD1)	Prostate	R1-AD1 FLAGHA-H3F3A, DAXX KO	Prostate cancer	H3K27Ac (EpiCypher, # 13-0045)
SRX20119005	GSM7233408	H3K27ac (@ R1-AD1)	Prostate	R1-AD1 FLAGHA-H3F3A, DAXX KO	Prostate cancer	H3K27Ac (EpiCypher, # 13-0045)
SRX1613579	GSM2080917	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX1613580	GSM2080918	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX3321943	GSM2825434	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX3321944	GSM2825435	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX4080277	GSM3140959	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX4080278	GSM3140960	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX4080279	GSM3140961	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX4080280	GSM3140962	H3K27ac (@ RWPE-1)	Prostate	RWPE1		
SRX5457572	GSM3636358	H3K27ac (@ RWPE-2)	Prostate	RWPE2		
SRX5457573	GSM3636359	H3K27ac (@ RWPE-2)	Prostate	RWPE2		
SRX19304358	GSM7031339	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304359	GSM7031340	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304360	GSM7031341	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304361	GSM7031342	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304362	GSM7031343	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304363	GSM7031344	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304364	GSM7031345	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
SRX19304365	GSM7031346	H3K27ac (@ VCaP)	Prostate	VCaP	Vertebral Cancer of the Prostate	H3K27ac (Active Motif, 39133)
