srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX2642358	GSM2537219	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX2642359	GSM2537220	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX2642360	GSM2537221	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX2642361	GSM2537222	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX2642362	GSM2537223	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX2642363	GSM2537224	H3K27ac (@ VCaP)	Prostate	VCaP	prostate cancer cell line	H3K27ac (Abcam cat. ab4729)
SRX3322680	GSM2827606	H3K27ac (@ VCaP)	Prostate	VCaP		
SRX3322681	GSM2827607	H3K27ac (@ VCaP)	Prostate	VCaP		
SRX471880	GSM1328982	H3K27ac (@ VCaP)	Prostate	VCaP	vertebral metastatic lesion derived prostate cancer cells	H3K27ac (Abcam, ab4729)
SRX8089656	GSM4462721	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089657	GSM4462722	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089658	GSM4462723	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089659	GSM4462724	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089660	GSM4462725	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089661	GSM4462726	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089662	GSM4462727	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX8089663	GSM4462728	H3K27ac (@ VCaP)	Prostate	VCaP		H3K27ac
SRX19986977	GSM7179321	H3K27ac (@ VCaP)	Prostate	Vcap	prostate cancer cell line	H3K27ac(abcam,ab4729)
SRX19986978	GSM7179322	H3K27ac (@ VCaP)	Prostate	Vcap	prostate cancer cell line	H3K27ac(abcam,ab4729)
SRX1334505	GSM1907213	H3K27ac (@ LNCAP)	Prostate	c-Myc overexpressing LNCaP		
SRX1334506	GSM1907214	H3K27ac (@ LNCAP)	Prostate	c-Myc overexpressing LNCaP		
SRX11222332	GSM5399505	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222333	GSM5399506	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222350	GSM5399521	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222351	GSM5399522	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222364	GSM5399535	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222365	GSM5399536	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222378	GSM5399549	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222379	GSM5399550	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222392	GSM5399563	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222393	GSM5399564	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222408	GSM5399579	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX11222409	GSM5399580	H3K27ac (@ 22Rv1)	Prostate		cancer cell line	
SRX17010226	GSM6439120	H3K27ac (@ Prostate adenocarcinoma)	Prostate	cell line	Human prostate adenocarcinoma	Cell Signaling, 8173
SRX17010227	GSM6439121	H3K27ac (@ Prostate adenocarcinoma)	Prostate	cell line	Human prostate adenocarcinoma	Cell Signaling, 8173
SRX17010228	GSM6439122	H3K27ac (@ Prostate neuroendocrine like cells)	Prostate	cell line	Human prostate Neuroendocrine like cells	Cell Signaling, 8173
SRX17010229	GSM6439123	H3K27ac (@ Prostate neuroendocrine like cells)	Prostate	cell line	Human prostate Neuroendocrine like cells	Cell Signaling, 8173
SRX21439736	GSM7720720	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439737	GSM7720721	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439738	GSM7720722	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439739	GSM7720723	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439740	GSM7720724	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439741	GSM7720725	H3K27ac (@ LNCAP)	Prostate	ectopic Activating MACC construct (VP64) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439716	GSM7720700	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439717	GSM7720701	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439718	GSM7720702	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439719	GSM7720703	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439720	GSM7720704	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439721	GSM7720705	H3K27ac (@ LNCAP)	Prostate	ectopic Neutral MACC construct (3X) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439726	GSM7720710	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439727	GSM7720711	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439728	GSM7720712	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439729	GSM7720713	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439730	GSM7720714	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX21439731	GSM7720715	H3K27ac (@ LNCAP)	Prostate	ectopic Repressive MACC construct (KRAB) expressed LNCaP cell line	human prostate cancer cell line	H3K27ac antibody from Abcam (Cat# ab4729, AB_2118291)
SRX6952610	GSM4109404	H3K27ac (@ 42D)	Prostate	enzalutamide (ENZ)-resistant tNEPC 42D		H3K27Ac (Active Motif, #39685)
SRX3322717	GSM2828486	H3K27ac (@ Prostate epithelial cells)	Prostate		epithelial cell of prostate	
SRX3322718	GSM2828487	H3K27ac (@ Prostate epithelial cells)	Prostate		epithelial cell of prostate	
SRX10409428	GSM5195689	H3K27ac (@ LuCaP)	Prostate	lucap		H3K27ac
SRX10409429	GSM5195690	H3K27ac (@ LuCaP)	Prostate	lucap		H3K27ac
SRX10409430	GSM5195691	H3K27ac (@ LuCaP)	Prostate	lucap		H3K27ac
SRX10409431	GSM5195692	H3K27ac (@ LuCaP)	Prostate	lucap		H3K27ac
SRX6748248	GSM4041465	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX6748249	GSM4041466	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX6748250	GSM4041467	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX6748257	GSM4041474	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX6748258	GSM4041475	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX6748259	GSM4041476	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	anti-H3K27ac #ab4729, Abcam
SRX7981713	GSM4431246	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981714	GSM4431247	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981715	GSM4431248	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981716	GSM4431249	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981717	GSM4431250	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981718	GSM4431251	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981719	GSM4431252	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX7981720	GSM4431253	H3K27ac (@ Prostate cancer)	Prostate		prostate cancer	Rabbit polyclonal anti-Histone H3K27-ac #ab4729
SRX5471134	GSM3656098	H3K27ac (@ LNCAP)	Prostate		prostate cancer cells	H3K27ac (Abcam, ab4729)
SRX5471135	GSM3656099	H3K27ac (@ LNCAP)	Prostate		prostate cancer cells	H3K27ac (Abcam, ab4729)
SRX5401654	GSM3615446	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX5401655	GSM3615447	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX5401660	GSM3615452	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX5401661	GSM3615453	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX5401664	GSM3615456	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX5401665	GSM3615457	H3K27ac (@ Prostate cancer-derived fibroblasts)	Prostate		prostate cancer-derived fibroblasts	H3K27ac (active motif; 39133)
SRX4607464	GSM3356417	H3K27ac (@ 22Rv1)	Prostate	prostate carcinoma cell line 22Rv1		Histone H3 acetyl Lys27 rabbit pAb (Active Motif, catalog# 39133, lot# 31814008)
SRX4607465	GSM3356418	H3K27ac (@ 22Rv1)	Prostate	prostate carcinoma cell line 22Rv1		Histone H3 acetyl Lys27 rabbit pAb (Active Motif, catalog# 39133, lot# 31814008)
SRX4607466	GSM3356419	H3K27ac (@ 22Rv1)	Prostate	prostate carcinoma cell line 22Rv1		Histone H3 acetyl Lys27 rabbit pAb (Active Motif, catalog# 39133, lot# 31814008)
SRX4607467	GSM3356420	H3K27ac (@ 22Rv1)	Prostate	prostate carcinoma cell line 22Rv1		Histone H3 acetyl Lys27 rabbit pAb (Active Motif, catalog# 39133, lot# 31814008)
SRX4607468	GSM3356421	H3K27ac (@ 22Rv1)	Prostate	prostate carcinoma cell line 22Rv1		Histone H3 acetyl Lys27 rabbit pAb (Active Motif, catalog# 39133, lot# 31814008)
SRX067435	GSM733684	H3K27ac (@ HeLa)	Uterus			
SRX10977212	GSM5331051	H3K27ac (@ Vagina)	Uterus			
SRX10977213	GSM5331052	H3K27ac (@ Vagina)	Uterus			
SRX14367141	GSM5934078	H3K27ac (@ Endometriosis)	Uterus			H3K27ac
SRX14367142	GSM5934079	H3K27ac (@ Endometriosis)	Uterus			H3K27ac
SRX1745727	GSM2144749	H3K27ac (@ Endometrial Stromal Tumors)	Uterus			H3K27ac (39133; Active motif)
SRX1745731	GSM2144753	H3K27ac (@ Endometrial Stromal Tumors)	Uterus			H3K27ac (39133; Active motif)
SRX1745735	GSM2144757	H3K27ac (@ Endometrial Stromal Tumors)	Uterus			H3K27ac (39133; Active motif)
SRX1745741	GSM2144763	H3K27ac (@ Endometrial Stromal Tumors)	Uterus			H3K27ac (39133; Active motif)
SRX1745745	GSM2144767	H3K27ac (@ Endometrial Stromal Tumors)	Uterus			H3K27ac (39133; Active motif)
SRX22001606	GSM7825096	H3K27ac (@ Myometrium)	Uterus			
SRX22001609	GSM7825099	H3K27ac (@ Myometrium)	Uterus			
SRX22001612	GSM7825102	H3K27ac (@ Myometrium)	Uterus			
SRX2514256	GSM2467306	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514257	GSM2467307	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514258	GSM2467308	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514259	GSM2467309	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514260	GSM2467310	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514261	GSM2467311	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514262	GSM2467312	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514263	GSM2467313	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514264	GSM2467314	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514265	GSM2467315	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514266	GSM2467316	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2514267	GSM2467317	H3K27ac (@ Carcinoma, Endometrioid)	Uterus			H3K27ac (39133; Active motif)
SRX2636246	GSM2534359	H3K27ac (@ Vagina)	Uterus			
SRX2636247	GSM2534360	H3K27ac (@ Vagina)	Uterus			
SRX2901931	GSM2664030	H3K27ac (@ Ishikawa)	Uterus			
SRX2901932	GSM2664031	H3K27ac (@ Ishikawa)	Uterus			
SRX2901933	GSM2664032	H3K27ac (@ Ishikawa)	Uterus			
SRX2901934	GSM2664033	H3K27ac (@ Ishikawa)	Uterus			
SRX2901935	GSM2664034	H3K27ac (@ Ishikawa)	Uterus			
SRX2901936	GSM2664035	H3K27ac (@ Ishikawa)	Uterus			
SRX3010010	GSM2698835	H3K27ac (@ Uterus)	Uterus			
SRX3012981	GSM2706139	H3K27ac (@ Cervical cancer cells)	Uterus			H3K27Ac(Cell Signaling Technology, 8173)
SRX3012983	GSM2706141	H3K27ac (@ Cervical cancer cells)	Uterus			H3K27Ac(Cell Signaling Technology, 8173)
SRX3012987	GSM2706145	H3K27ac (@ Cervical cancer cells)	Uterus			H3K27Ac(Cell Signaling Technology, 8173)
SRX4116060	GSM3149096	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX4116061	GSM3149097	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX4116064	GSM3149100	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX4116065	GSM3149101	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX4116068	GSM3149104	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX4116069	GSM3149105	H3K27ac (@ Endometrium cancer)	Uterus			H3K27ac (Active Motif; 39133)
SRX524961	GSM1372852	H3K27ac (@ Endometrial stromal cells)	Uterus			H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan).
SRX524966	GSM1372858	H3K27ac (@ Endometrial stromal cells)	Uterus			H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan).
SRX524971	GSM1372863	H3K27ac (@ Endometrial stromal cells)	Uterus			H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan).
SRX524976	GSM1372870	H3K27ac (@ Endometrial stromal cells)	Uterus			H3K27ac (generous gifts from Dr. H. Kimura, Osaka University, Osaka, Japan).
SRX5513976	GSM3667599	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513978	GSM3667601	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513980	GSM3667603	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513982	GSM3667605	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513984	GSM3667607	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513986	GSM3667609	H3K27ac (@ Uterin leiomyoma)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513988	GSM3667611	H3K27ac (@ Uterin leiomyoma)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513990	GSM3667613	H3K27ac (@ Uterin leiomyoma)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513992	GSM3667615	H3K27ac (@ Uterin leiomyoma)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX5513994	GSM3667617	H3K27ac (@ Uterin leiomyoma)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 21516012)
SRX7071213	GSM4143965	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7071214	GSM4143966	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7071215	GSM4143967	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7071216	GSM4143968	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7071217	GSM4143969	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7071218	GSM4143970	H3K27ac (@ Myometrium)	Uterus			H3K27Ac (Active motif, cat # 39685, clone 0309, lot # 14517014)
SRX7415660	GSM4225326	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415664	GSM4225330	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415668	GSM4225366	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415672	GSM4225370	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415676	GSM4225374	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415680	GSM4225378	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415684	GSM4225382	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415688	GSM4225386	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415692	GSM4225390	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415696	GSM4225394	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415700	GSM4225398	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415704	GSM4225402	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415708	GSM4225406	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415712	GSM4225410	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415716	GSM4225414	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415720	GSM4225418	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415724	GSM4225422	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415728	GSM4225426	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415732	GSM4225430	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415736	GSM4225434	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415740	GSM4225438	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415744	GSM4225442	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415748	GSM4225446	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415752	GSM4225450	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415756	GSM4225454	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415760	GSM4225458	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415764	GSM4225462	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415768	GSM4225466	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415772	GSM4225470	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415776	GSM4225474	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415780	GSM4225478	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415784	GSM4225482	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415788	GSM4225486	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415792	GSM4225490	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415796	GSM4225494	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415800	GSM4225498	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415804	GSM4225502	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415808	GSM4225506	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415812	GSM4225510	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415816	GSM4225514	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415820	GSM4225334	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415824	GSM4225338	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415828	GSM4225518	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415832	GSM4225342	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415836	GSM4225346	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415840	GSM4225350	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415844	GSM4225354	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7415848	GSM4225358	H3K27ac (@ Myometrium)	Uterus			Active motif, 39133
SRX7415852	GSM4225362	H3K27ac (@ Uterin leiomyoma)	Uterus			Active motif, 39133
SRX7509272	GSM4247275	H3K27ac (@ Uterus)	Uterus			
SRX7509273	GSM4247276	H3K27ac (@ Uterus)	Uterus			
SRX811383	GSM1566557	H3K27ac (@ KB)	Uterus			
SRX811384	GSM1566558	H3K27ac (@ KB)	Uterus			
SRX811385	GSM1566559	H3K27ac (@ KB)	Uterus			
SRX811386	GSM1566560	H3K27ac (@ KB)	Uterus			
SRX9599276	GSM4948236	H3K27ac (@ HEC-1-B)	Uterus			H3K27ac(Abcam, ab4729)
SRX9599277	GSM4948237	H3K27ac (@ HEC-1-B)	Uterus			H3K27ac(Abcam, ab4729)
SRX13965903	GSM5842002	H3K27ac (@ C-33 A)	Uterus	C33A		H3K27Ac
SRX13965906	GSM5842005	H3K27ac (@ Ca Ski)	Uterus	CaSki		H3K27Ac
SRX1002670	GSM1663010	H3K27ac (@ EEC16)	Uterus	EEC16		
SRX1002671	GSM1663011	H3K27ac (@ EEC16)	Uterus	EEC16		
SRX1002678	GSM1663018	H3K27ac (@ Fallopian tube secretory epithelial cell)	Uterus	FT246		
SRX1002679	GSM1663019	H3K27ac (@ Fallopian tube secretory epithelial cell)	Uterus	FT246		
SRX1002686	GSM1663026	H3K27ac (@ Fallopian tube secretory epithelial cell)	Uterus	FT33		
SRX1002687	GSM1663027	H3K27ac (@ Fallopian tube secretory epithelial cell)	Uterus	FT33		
SRX21168139	GSM7662908	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168140	GSM7662909	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168141	GSM7662910	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168142	GSM7662911	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168143	GSM7662912	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168144	GSM7662913	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168145	GSM7662914	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168146	GSM7662915	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX21168147	GSM7662916	H3K27ac (@ HEC-1-B)	Uterus	HEC1B	endometrial cancer	H3K27ac (Cell Signaling Technology, 8173S)
SRX10760660	GSM5278097	H3K27ac (@ HeLa)	Uterus	HeLa		H3K27ac (Abcam, ab4729)
SRX10760661	GSM5278098	H3K27ac (@ HeLa)	Uterus	HeLa		H3K27ac (Abcam, ab4729)
SRX10760662	GSM5278099	H3K27ac (@ HeLa)	Uterus	HeLa		H3K27ac (Abcam, ab4729)
SRX13965909	GSM5842008	H3K27ac (@ HeLa)	Uterus	HeLa		H3K27Ac
SRX16091532	GSM6318206	H3K27ac (@ HeLa)	Uterus	HeLa		H3K27ac, ActiveMotif 39133 #06921017
